"","School","State","School.Type","Total.Disbursements","Year"
"299","LONG BEACH CITY COLLEGE","CA","PUBLIC",8151488,"2010_2011"
"300","MASTER'S COLLEGE & SEMINARY (THE)","CA","PRIVATE",7096839,"2010_2011"
"301","LOS ANGELES CITY COLLEGE","CA","PUBLIC",5117680,"2010_2011"
"302","LOS ANGELES HARBOR COLLEGE","CA","PUBLIC",763391,"2010_2011"
"303","LOS ANGELES PIERCE COLLEGE","CA","PUBLIC",7103448,"2010_2011"
"304","LOS ANGELES TRADE-TECHNICAL COLLEGE","CA","PUBLIC",1492445,"2010_2011"
"305","LOS ANGELES VALLEY COLLEGE","CA","PUBLIC",4797052,"2010_2011"
"306","SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES","CA","PRIVATE",18516089,"2010_2011"
"307","MARSHALL B. KETCHUM UNIVERSITY","CA","PRIVATE",15277205,"2010_2011"
"308","AMERICAN RIVER COLLEGE","CA","PUBLIC",21784919,"2010_2011"
"309","SACRAMENTO CITY COLLEGE","CA","PUBLIC",13880058,"2010_2011"
"310","MENLO COLLEGE","CA","PRIVATE",4611146,"2010_2011"
"311","MILLS COLLEGE","CA","PRIVATE",18157300,"2010_2011"
"312","MIRACOSTA COLLEGE","CA","PUBLIC",770802,"2010_2011"
"313","MONTEREY INSTITUTE OF INTERNATIONAL STUDIES","CA","PRIVATE",2250,"2010_2011"
"314","MONTEREY PENINSULA COLLEGE","CA","PUBLIC",2184633,"2010_2011"
"315","MOUNT ST. MARY'S COLLEGE","CA","PRIVATE",29588438,"2010_2011"
"316","MOUNT SAN ANTONIO COLLEGE","CA","PUBLIC",1653105,"2010_2011"
"317","NAPA VALLEY COLLEGE","CA","PUBLIC",1271711,"2010_2011"
"318","OCCIDENTAL COLLEGE","CA","PRIVATE",8099320,"2010_2011"
"319","ORANGE COAST COLLEGE","CA","PUBLIC",3174029,"2010_2011"
"320","OTIS COLLEGE OF ART & DESIGN","CA","PRIVATE",11258168,"2010_2011"
"321","HOPE INTERNATIONAL UNIVERSITY","CA","PRIVATE",11268585,"2010_2011"
"322","FRESNO PACIFIC UNIVERSITY","CA","PRIVATE",26940733,"2010_2011"
"323","PACIFIC LUTHERAN THEOLOGICAL SEMINARY","CA","PRIVATE",895027,"2010_2011"
"324","PACIFIC OAKS COLLEGE","CA","PRIVATE",6461706,"2010_2011"
"325","PACIFIC SCHOOL OF RELIGION","CA","PRIVATE",2133033,"2010_2011"
"326","PACIFIC UNION COLLEGE","CA","PRIVATE",9997132,"2010_2011"
"327","PALOMAR COLLEGE","CA","PUBLIC",1307948,"2010_2011"
"328","PASADENA CITY COLLEGE","CA","PUBLIC",2214957,"2010_2011"
"329","POINT LOMA NAZARENE UNIVERSITY","CA","PRIVATE",33337209,"2010_2011"
"330","LANEY COLLEGE","CA","PUBLIC",564596,"2010_2011"
"331","MERRITT COLLEGE","CA","PUBLIC",1246825,"2010_2011"
"332","RIO HONDO COMMUNITY COLLEGE","CA","PUBLIC",2096218,"2010_2011"
"333","RIVERSIDE CITY COLLEGE","CA","PUBLIC",4367571,"2010_2011"
"334","SAN DIEGO CITY COLLEGE","CA","PUBLIC",5511973,"2010_2011"
"335","SAN DIEGO MESA COLLEGE","CA","PUBLIC",3046174,"2010_2011"
"336","SAN FRANCISCO CONSERVATORY OF MUSIC","CA","PRIVATE",4701458,"2010_2011"
"337","SAN FRANCISCO THEOLOGICAL SEMINARY","CA","PRIVATE",825782,"2010_2011"
"338","SAN JOAQUIN DELTA COLLEGE","CA","PUBLIC",10208107,"2010_2011"
"339","WILLIAM JESSUP UNIVERSITY","CA","PRIVATE",4960880,"2010_2011"
"340","SAN JOSE CITY COLLEGE","CA","PUBLIC",1813400,"2010_2011"
"341","SANTA ANA COLLEGE","CA","PUBLIC",2334137,"2010_2011"
"342","SANTA BARBARA CITY COLLEGE","CA","PUBLIC",14009275,"2010_2011"
"343","SANTA MONICA COLLEGE","CA","PUBLIC",2592000,"2010_2011"
"344","SANTA ROSA JUNIOR COLLEGE","CA","PUBLIC",4357114,"2010_2011"
"345","CLAREMONT SCHOOL OF THEOLOGY","CA","PRIVATE",1565264,"2010_2011"
"346","SHASTA COLLEGE","CA","PUBLIC",3594611,"2010_2011"
"347","SIERRA COLLEGE","CA","PUBLIC",10829790,"2010_2011"
"348","SIMPSON UNIVERSITY","CA","PRIVATE",9925308,"2010_2011"
"349","SOLANO COMMUNITY COLLEGE","CA","PUBLIC",1826071,"2010_2011"
"350","VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA","CA","PRIVATE",15847662,"2010_2011"
"351","SOUTHWESTERN COMMUNITY COLLEGE DISTRICT","CA","PUBLIC",1575808,"2010_2011"
"352","SOUTHWESTERN LAW SCHOOL","CA","PRIVATE",47684107,"2010_2011"
"353","DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY","CA","PRIVATE",619768,"2010_2011"
"354","SAINT MARY'S COLLEGE OF CALIFORNIA","CA","PRIVATE",37610846,"2010_2011"
"355","STANFORD UNIVERSITY","CA","PRIVATE",51543762,"2010_2011"
"356","FRESNO CITY COLLEGE","CA","PUBLIC",3755494,"2010_2011"
"357","REEDLEY COLLEGE","CA","PUBLIC",1215953,"2010_2011"
"358","UNIVERSITY OF CALIFORNIA, BERKELEY","CA","PUBLIC",151410148,"2010_2011"
"359","UNIVERSITY OF CALIFORNIA, DAVIS","CA","PUBLIC",138404694,"2010_2011"
"360","UNIVERSITY OF CALIFORNIA, IRVINE","CA","PUBLIC",134151763,"2010_2011"
"361","UNIVERSITY OF CALIFORNIA, LOS ANGELES","CA","PUBLIC",234516751,"2010_2011"
"362","UNIVERSITY OF CALIFORNIA, RIVERSIDE","CA","PUBLIC",93290204,"2010_2011"
"363","UNIVERSITY OF CALIFORNIA, SAN DIEGO","CA","PUBLIC",113362865,"2010_2011"
"364","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","CA","PUBLIC",58120096,"2010_2011"
"365","UNIVERSITY OF CALIFORNIA, SANTA BARBARA","CA","PUBLIC",101563602,"2010_2011"
"366","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","CA","PUBLIC",85209473,"2010_2011"
"367","UNIVERSITY OF REDLANDS","CA","PRIVATE",41907910,"2010_2011"
"368","UNIVERSITY OF SAN FRANCISCO","CA","PRIVATE",112241079,"2010_2011"
"369","SANTA CLARA UNIVERSITY","CA","PRIVATE",71704128,"2010_2011"
"370","UNIVERSITY OF SOUTHERN CALIFORNIA","CA","PRIVATE",476066453,"2010_2011"
"371","UNIVERSITY OF THE PACIFIC","CA","PRIVATE",144795090,"2010_2011"
"372","VENTURA COLLEGE","CA","PUBLIC",3711258,"2010_2011"
"373","VICTOR VALLEY COMMUNITY COLLEGE","CA","PUBLIC",9038197,"2010_2011"
"374","WEST VALLEY COLLEGE","CA","PUBLIC",886204,"2010_2011"
"375","WESTMONT COLLEGE","CA","PRIVATE",8080188,"2010_2011"
"376","WHITTIER COLLEGE","CA","PRIVATE",37010629,"2010_2011"
"377","WOODBURY UNIVERSITY","CA","PRIVATE",16517999,"2010_2011"
"378","YUBA COLLEGE","CA","PUBLIC",2365685,"2010_2011"
"379","ASHFORD UNIVERSITY","CA","PROPRIETARY",838394764,"2010_2011"
"380","AMERICAN JEWISH UNIVERSITY","CA","PRIVATE",2427135,"2010_2011"
"381","UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW","CA","PUBLIC",41067740,"2010_2011"
"382","SAN FRANCISCO ART INSTITUTE","CA","PRIVATE",7986673,"2010_2011"
"383","HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION","CA","PRIVATE",970306,"2010_2011"
"384","STARR KING SCHOOL FOR THE MINISTRY","CA","PRIVATE",1021722,"2010_2011"
"385","DE ANZA COMMUNITY COLLEGE","CA","PUBLIC",7304964,"2010_2011"
"386","OHLONE COLLEGE","CA","PUBLIC",1434277,"2010_2011"
"387","JOHN F. KENNEDY UNIVERSITY","CA","PRIVATE",30325960,"2010_2011"
"388","PATTEN UNIVERSITY","CA","PRIVATE",2732351,"2010_2011"
"389","EVEREST COLLEGE","CA","PROPRIETARY",6088522,"2010_2011"
"390","CITY COLLEGE OF SAN FRANCISCO","CA","PUBLIC",11661525,"2010_2011"
"391","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH","CA","PUBLIC",768349,"2010_2011"
"392","COLLEGE OF ALAMEDA","CA","PUBLIC",369800,"2010_2011"
"393","CASA LOMA COLLEGE","CA","PRIVATE",6600146,"2010_2011"
"394","CANADA COLLEGE","CA","PUBLIC",625420,"2010_2011"
"395","LINCOLN UNIVERSITY","CA","PRIVATE",824706,"2010_2011"
"396","SAMUEL MERRITT UNIVERSITY","CA","PRIVATE",41001123,"2010_2011"
"397","LOS ANGELES SOUTHWEST COLLEGE","CA","PUBLIC",475008,"2010_2011"
"398","BELLUS ACADEMY","CA","PROPRIETARY",1714230,"2010_2011"
"399","MOORPARK COLLEGE","CA","PUBLIC",2687141,"2010_2011"
"400","NEWBERRY SCHOOL OF BEAUTY","CA","PROPRIETARY",434274,"2010_2011"
"401","BRYAN UNIVERSITY","CA","PROPRIETARY",12002293,"2010_2011"
"402","NORTH ADRIAN'S BEAUTY COLLEGE","CA","PROPRIETARY",2067730,"2010_2011"
"403","WYOTECH","CA","PROPRIETARY",14327395,"2010_2011"
"404","SALON SUCCESS ACADEMY","CA","PROPRIETARY",918451,"2010_2011"
"405","MODERN BEAUTY ACADEMY - OXNARD","CA","PROPRIETARY",146826,"2010_2011"
"406","WESTERN BEAUTY INSTITUTE","CA","PROPRIETARY",2364088,"2010_2011"
"407","HEALD COLLEGE","CA","PROPRIETARY",49467727,"2010_2011"
"408","ART INSTITUTE OF CALIFORNIA - LOS ANGELES (THE)","CA","PROPRIETARY",91112182,"2010_2011"
"409","FEDERICO BEAUTY INSTITUTE","CA","PROPRIETARY",1719470,"2010_2011"
"410","COLEMAN UNIVERSITY","CA","PRIVATE",5483989,"2010_2011"
"411","MARINELLO SCHOOLS OF BEAUTY","CA","PROPRIETARY",18365468,"2010_2011"
"412","HEALD COLLEGE","CA","PROPRIETARY",16190103,"2010_2011"
"413","ACADEMY OF ART UNIVERSITY","CA","PROPRIETARY",195521277,"2010_2011"
"414","COSUMNES RIVER COLLEGE","CA","PUBLIC",7376849,"2010_2011"
"415","EVEREST COLLEGE","CA","PROPRIETARY",2257020,"2010_2011"
"416","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",8394152,"2010_2011"
"417","SKYLINE COLLEGE","CA","PUBLIC",550897,"2010_2011"
"418","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",6152259,"2010_2011"
"419","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA","PUBLIC",33025212,"2010_2011"
"420","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",8853416,"2010_2011"
"421","BUTTE COLLEGE","CA","PUBLIC",13380472,"2010_2011"
"422","EVEREST COLLEGE","CA","PROPRIETARY",10396376,"2010_2011"
"423","HEALD COLLEGE","CA","PROPRIETARY",21400143,"2010_2011"
"424","HEALD COLLEGE","CA","PROPRIETARY",26859249,"2010_2011"
"425","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",9470471,"2010_2011"
"426","WEST LOS ANGELES COLLEGE","CA","PUBLIC",3656966,"2010_2011"
"427","FEATHER RIVER COLLEGE","CA","PUBLIC",1987014,"2010_2011"
"428","CALIFORNIA CHRISTIAN COLLEGE","CA","PRIVATE",84138,"2010_2011"
"429","WRIGHT INSTITUTE (THE)","CA","PRIVATE",9863412,"2010_2011"
"430","COLLEGE OF THE CANYONS","CA","PUBLIC",6931313,"2010_2011"
"431","SADDLEBACK COLLEGE","CA","PUBLIC",2310306,"2010_2011"
"432","ASSOCIATED TECHNICAL COLLEGE","CA","PROPRIETARY",3530810,"2010_2011"
"433","EMPIRE COLLEGE","CA","PROPRIETARY",4327948,"2010_2011"
"434","CHARLES A. JONES SKILLS AND BUSINESS EDUCATION CENTER","CA","PUBLIC",471285,"2010_2011"
"435","CARRINGTON COLLEGE CALIFORNIA","CA","PROPRIETARY",52546787,"2010_2011"
"436","SANTA BARBARA BUSINESS COLLEGE","CA","PROPRIETARY",3638512,"2010_2011"
"437","PEPPERDINE UNIVERSITY","CA","PRIVATE",121646018,"2010_2011"
"438","LOS MEDANOS COLLEGE","CA","PUBLIC",175861,"2010_2011"
"439","CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","PRIVATE",7198212,"2010_2011"
"440","UNIVERSITY OF SAN DIEGO","CA","PRIVATE",101828080,"2010_2011"
"441","PARDEE RAND GRADUATE SCHOOL","CA","PRIVATE",254090,"2010_2011"
"442","MARYMOUNT CALIFORNIA UNIVERSITY","CA","PRIVATE",3978259,"2010_2011"
"443","WESTERN STATE UNIVERSITY COLLEGE OF LAW","CA","PROPRIETARY",12889113,"2010_2011"
"444","THOMAS JEFFERSON SCHOOL OF LAW","CA","PRIVATE",52923844,"2010_2011"
"445","EVEREST COLLEGE","CA","PROPRIETARY",9513640,"2010_2011"
"446","EVEREST COLLEGE","CA","PROPRIETARY",6450789,"2010_2011"
"447","EVEREST COLLEGE","CA","PROPRIETARY",12017600,"2010_2011"
"448","FASHION INSTITUTE OF DESIGN & MERCHANDISING","CA","PROPRIETARY",74097952,"2010_2011"
"449","ALLIANT INTERNATIONAL UNIVERSITY","CA","PRIVATE",92101373,"2010_2011"
"450","EVEREST COLLEGE","CA","PROPRIETARY",2131183,"2010_2011"
"451","EVEREST COLLEGE","CA","PROPRIETARY",10508845,"2010_2011"
"452","NATIONAL UNIVERSITY","CA","PRIVATE",163978725,"2010_2011"
"453","WESTWOOD COLLEGE - SOUTH BAY","CA","PROPRIETARY",23741083,"2010_2011"
"454","LOYOLA MARYMOUNT UNIVERSITY","CA","PRIVATE",107566296,"2010_2011"
"455","MENDOCINO COLLEGE","CA","PUBLIC",1134922,"2010_2011"
"456","NORTH-WEST COLLEGE","CA","PROPRIETARY",4020633,"2010_2011"
"457","FRANCISCAN SCHOOL OF THEOLOGY","CA","PRIVATE",243737,"2010_2011"
"458","SAN DIEGO MIRAMAR COLLEGE","CA","PUBLIC",1441298,"2010_2011"
"459","CALIFORNIA HAIR DESIGN ACADEMY","CA","PROPRIETARY",1240132,"2010_2011"
"460","LU ROSS ACADEMY","CA","PROPRIETARY",1032945,"2010_2011"
"461","BELLUS ACADEMY","CA","PROPRIETARY",800418,"2010_2011"
"462","GALEN COLLEGE OF CALIFORNIA","CA","PROPRIETARY",684702,"2010_2011"
"463","SAN DIEGO CHRISTIAN COLLEGE","CA","PRIVATE",3770266,"2010_2011"
"464","EVEREST COLLEGE","CA","PROPRIETARY",3453204,"2010_2011"
"465","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","PRIVATE",26554369,"2010_2011"
"466","EVERGREEN VALLEY COLLEGE","CA","PUBLIC",973204,"2010_2011"
"467","LOS ANGELES MISSION COLLEGE","CA","PUBLIC",1679121,"2010_2011"
"468","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",3523819,"2010_2011"
"469","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",885841,"2010_2011"
"470","NORTH-WEST COLLEGE","CA","PROPRIETARY",3320429,"2010_2011"
"471","WYOTECH","CA","PROPRIETARY",25048407,"2010_2011"
"472","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",620095,"2010_2011"
"473","MTI COLLEGE","CA","PROPRIETARY",5904449,"2010_2011"
"474","PROFESSIONAL INSTITUTE OF BEAUTY","CA","PROPRIETARY",125869,"2010_2011"
"475","OCEANSIDE COLLEGE OF BEAUTY","CA","PROPRIETARY",500912,"2010_2011"
"476","LANCASTER BEAUTY SCHOOL","CA","PROPRIETARY",694512,"2010_2011"
"477","AMERICAN BEAUTY COLLEGE","CA","PROPRIETARY",10376,"2010_2011"
"478","SALON SUCCESS ACADEMY","CA","PROPRIETARY",2136237,"2010_2011"
"479","CALIFORNIA WESTERN SCHOOL OF LAW","CA","PRIVATE",45348413,"2010_2011"
"480","LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE","CA","PROPRIETARY",598392,"2010_2011"
"481","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",1291060,"2010_2011"
"482","COASTLINE COMMUNITY COLLEGE","CA","PUBLIC",2798519,"2010_2011"
"483","CALIFORNIA BEAUTY COLLEGE","CA","PROPRIETARY",366853,"2010_2011"
"484","CONCORDIA UNIVERSITY","CA","PRIVATE",30508197,"2010_2011"
"485","SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE)","CA","PRIVATE",9337152,"2010_2011"
"486","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",5376362,"2010_2011"
"487","ELEGANCE INTERNATIONAL","CA","PROPRIETARY",987430,"2010_2011"
"488","KAPLAN COLLEGE","CA","PROPRIETARY",13607690,"2010_2011"
"489","FIELDING GRADUATE UNIVERSITY","CA","PRIVATE",20202152,"2010_2011"
"490","AMERICAN CONSERVATORY THEATER FOUNDATION","CA","PRIVATE",525006,"2010_2011"
"491","COLUMBIA COLLEGE HOLLYWOOD","CA","PRIVATE",3564880,"2010_2011"
"492","CALIFORNIA COLLEGE SAN DIEGO","CA","PROPRIETARY",13631881,"2010_2011"
"493","CUYAMACA COLLEGE","CA","PUBLIC",1372033,"2010_2011"
"494","MISSION COLLEGE","CA","PUBLIC",766480,"2010_2011"
"495","SAYBROOK UNIVERSITY","CA","PRIVATE",13979309,"2010_2011"
"496","SAN JOAQUIN VALLEY COLLEGE","CA","PROPRIETARY",75175317,"2010_2011"
"497","ITT TECHNICAL INSTITUTE","CA","PROPRIETARY",4203037,"2010_2011"
"498","CAREER ACADEMY OF BEAUTY","CA","PROPRIETARY",821056,"2010_2011"
"499","BRIDGES BEAUTY COLLEGE","CA","PROPRIETARY",502615,"2010_2011"
"500","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","PROPRIETARY",8130101,"2010_2011"
"501","PALO ALTO UNIVERSITY","CA","PRIVATE",19577995,"2010_2011"
"502","CLEVELAND CHIROPRACTIC COLLEGE","CA","PRIVATE",7512929,"2010_2011"
"503","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","CA","PRIVATE",119876496,"2010_2011"
"504","MUSICIANS INSTITUTE","CA","PROPRIETARY",13098193,"2010_2011"
"505","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","PROPRIETARY",193164,"2010_2011"
"506","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",1255423,"2010_2011"
"507","ARGOSY UNIVERSITY","CA","PROPRIETARY",613363728,"2010_2011"
"508","BRIDGES ACADEMY OF BEAUTY","CA","PROPRIETARY",14328,"2010_2011"
"509","PALMER COLLEGE OF CHIROPRACTIC WEST","CA","PRIVATE",11210706,"2010_2011"
"510","HEALD COLLEGE","CA","PROPRIETARY",19616236,"2010_2011"
"511","SIERRA VALLEY COLLEGE OF COURT REPORTING","CA","PROPRIETARY",1238972,"2010_2011"
"512","SALON SUCCESS ACADEMY","CA","PROPRIETARY",365716,"2010_2011"
"513","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","PROPRIETARY",1354905,"2010_2011"
"514","CALIFORNIA CULINARY ACADEMY","CA","PROPRIETARY",7944913,"2010_2011"
"515","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",3105434,"2010_2011"
"516","AMERICAN FILM INSTITUTE CONSERVATORY","CA","PRIVATE",9756839,"2010_2011"
"517","EAST LOS ANGELES COLLEGE","CA","PUBLIC",2751172,"2010_2011"
"518","LIFE CHIROPRACTIC COLLEGE WEST","CA","PRIVATE",11725246,"2010_2011"
"519","GEMOLOGICAL INSTITUTE OF AMERICA","CA","PRIVATE",598476,"2010_2011"
"520","FASHION CAREERS OF CALIFORNIA COLLEGE","CA","PROPRIETARY",749976,"2010_2011"
"521","PHILLIPS GRADUATE INSTITUTE","CA","PRIVATE",6904911,"2010_2011"
"522","AMERICAN CAREER COLLEGE","CA","PROPRIETARY",34365916,"2010_2011"
"523","BERKELEY CITY COLLEGE","CA","PUBLIC",777782,"2010_2011"
"524","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","PROPRIETARY",2323487,"2010_2011"
"525","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",1253533,"2010_2011"
"526","ALAMEDA BEAUTY COLLEGE","CA","PROPRIETARY",1255669,"2010_2011"
"527","SOFIA UNIVERSITY","CA","PRIVATE",10668080,"2010_2011"
"528","LIFE PACIFIC COLLEGE","CA","PRIVATE",2397050,"2010_2011"
"529","WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA","CA","PRIVATE",1136630,"2010_2011"
"530","SOUTH COAST COLLEGE","CA","PROPRIETARY",3489470,"2010_2011"
"531","ALHAMBRA BEAUTY COLLEGE","CA","PROPRIETARY",20739,"2010_2011"
"532","ITT TECHNICAL INSTITUTE","CA","PROPRIETARY",4321759,"2010_2011"
"533","ITT TECHNICAL INSTITUTE","CA","PROPRIETARY",4393062,"2010_2011"
"534","DESIGN INSTITUTE OF SAN DIEGO","CA","PROPRIETARY",2513463,"2010_2011"
"535","PLATT COLLEGE - SAN DIEGO","CA","PROPRIETARY",3650786,"2010_2011"
"536","KAPLAN COLLEGE","CA","PROPRIETARY",10330871,"2010_2011"
"537","LA COLLEGE INTERNATIONAL","CA","PROPRIETARY",5171008,"2010_2011"
"538","ITT TECHNICAL INSTITUTE","CA","PROPRIETARY",4625973,"2010_2011"
"539","ITT TECHNICAL INSTITUTE","CA","PROPRIETARY",4063140,"2010_2011"
"540","ART INSTITUTE OF CALIFORNIA - SAN DIEGO","CA","PROPRIETARY",56889265,"2010_2011"
"541","LAGUNA COLLEGE OF ART AND DESIGN","CA","PRIVATE",4206807,"2010_2011"
"542","CENTER FOR EMPLOYMENT TRAINING","CA","PRIVATE",10217535,"2010_2011"
"543","GLENDALE CAREER COLLEGE","CA","PROPRIETARY",3438674,"2010_2011"
"544","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",2763031,"2010_2011"
"545","ACADEMY OF RADIO & TV BROADCASTING","CA","PROPRIETARY",823549,"2010_2011"
"546","BELLUS ACADEMY","CA","PROPRIETARY",3541919,"2010_2011"
"547","MONTEBELLO BEAUTY COLLEGE","CA","PROPRIETARY",282399,"2010_2011"
"548","KAPLAN COLLEGE","CA","PROPRIETARY",9887247,"2010_2011"
"549","THOMAS AQUINAS COLLEGE","CA","PRIVATE",1278520,"2010_2011"
"550","SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL","CA","PRIVATE",71106,"2010_2011"
"551","WESTERN UNIVERSITY OF HEALTH SCIENCES","CA","PRIVATE",135282124,"2010_2011"
"552","CR'U INSTITUTE OF COSMETOLOGY & BARBERING","CA","PROPRIETARY",411071,"2010_2011"
"553","MILAN INSTITUTE","CA","PROPRIETARY",5007278,"2010_2011"
"554","SAN JOAQUIN COLLEGE OF LAW","CA","PRIVATE",5330539,"2010_2011"
"555","NATIONAL HISPANIC UNIVERSITY (THE)","CA","PROPRIETARY",1445378,"2010_2011"
"556","AVANCE' BEAUTY COLLEGE","CA","PROPRIETARY",302510,"2010_2011"
"557","INTERIOR DESIGNERS INSTITUTE","CA","PROPRIETARY",1443393,"2010_2011"
"558","ADRIANS BEAUTY COLLEGE OF TURLOCK","CA","PROPRIETARY",763362,"2010_2011"
"559","PALOMAR INSTITUTE OF COSMETOLOGY","CA","PROPRIETARY",1015225,"2010_2011"
"560","KAPLAN COLLEGE","CA","PROPRIETARY",11765429,"2010_2011"
"561","IRVINE VALLEY COLLEGE","CA","PUBLIC",1402415,"2010_2011"
"562","NATIONAL HOLISTIC INSTITUTE","CA","PROPRIETARY",5570016,"2010_2011"
"563","BROWNSON TECHNICAL SCHOOL","CA","PROPRIETARY",1131244,"2010_2011"
"564","HYPNOSIS MOTIVATION INSTITUTE","CA","PRIVATE",841799,"2010_2011"
"565","MTI BUSINESS COLLEGE","CA","PROPRIETARY",819972,"2010_2011"
"566","KAPLAN COLLEGE","CA","PROPRIETARY",13011635,"2010_2011"
"567","ASSOCIATED TECHNICAL COLLEGE","CA","PROPRIETARY",946479,"2010_2011"
"568","DIVERSIFIED LANGUAGE INSTITUTE","CA","PROPRIETARY",303090,"2010_2011"
"569","UNITED EDUCATION INSTITUTE","CA","PROPRIETARY",97184184,"2010_2011"
"570","INTERCOAST COLLEGES","CA","PROPRIETARY",14609130,"2010_2011"
"571","KAPLAN COLLEGE","CA","PROPRIETARY",3187471,"2010_2011"
"572","LOS ANGELES ORT TECHNICAL INSTITUTE","CA","PRIVATE",1289584,"2010_2011"
"573","SANTA BARBARA BUSINESS COLLEGE","CA","PROPRIETARY",9039639,"2010_2011"
"574","SANTA BARBARA BUSINESS COLLEGE","CA","PROPRIETARY",3168194,"2010_2011"
"575","NEWBRIDGE COLLEGE","CA","PROPRIETARY",5200438,"2010_2011"
"576","NORTH-WEST COLLEGE","CA","PROPRIETARY",1104190,"2010_2011"
"577","HEALD COLLEGE","CA","PROPRIETARY",16984351,"2010_2011"
"578","HEALD COLLEGE","CA","PROPRIETARY",17549013,"2010_2011"
"579","HEALD COLLEGE","CA","PROPRIETARY",21435371,"2010_2011"
"580","CRIMSON TECHNICAL COLLEGE","CA","PROPRIETARY",5649699,"2010_2011"
"581","SOUTH BAYLO UNIVERSITY","CA","PRIVATE",3598202,"2010_2011"
"582","CENTRAL COAST COLLEGE","CA","PROPRIETARY",1009347,"2010_2011"
"583","PINNACLE COLLEGE","CA","PROPRIETARY",2322772,"2010_2011"
"584","EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE","CA","PROPRIETARY",3230222,"2010_2011"
"585","LOS ANGELES RECORDING SCHOOL","CA","PROPRIETARY",162529,"2010_2011"
"586","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","PUBLIC",32782793,"2010_2011"
"587","CAPSTONE COLLEGE","CA","PROPRIETARY",258548,"2010_2011"
"588","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","PRIVATE",309850,"2010_2011"
"589","PACIFIC COLLEGE OF ORIENTAL MEDICINE","CA","PROPRIETARY",27502451,"2010_2011"
"590","HEALD COLLEGE","CA","PROPRIETARY",15869804,"2010_2011"
"591","LAS POSITAS COLLEGE","CA","PUBLIC",1087021,"2010_2011"
"592","FREMONT COLLEGE","CA","PROPRIETARY",4070611,"2010_2011"
"593","NEWSCHOOL OF ARCHITECTURE AND DESIGN","CA","PROPRIETARY",12418277,"2010_2011"
"594","KAPLAN COLLEGE","CA","PROPRIETARY",1327976,"2010_2011"
"595","ROYALE COLLEGE OF BEAUTY","CA","PROPRIETARY",499119,"2010_2011"
"596","WESTECH COLLEGE","CA","PROPRIETARY",5341367,"2010_2011"
"597","PLATT COLLEGE","CA","PROPRIETARY",10330058,"2010_2011"
"598","MODERN TECHNOLOGY SCHOOL","CA","PROPRIETARY",1910965,"2010_2011"
"599","INSTITUTE OF TECHNOLOGY","CA","PROPRIETARY",28062251,"2010_2011"
"600","SAGE COLLEGE","CA","PROPRIETARY",4227556,"2010_2011"
"601","ITT TECHNICAL INSTITUTE","CA","PROPRIETARY",5116168,"2010_2011"
"602","EVEREST COLLEGE","CA","PROPRIETARY",16406771,"2010_2011"
"603","WESTWOOD COLLEGE - LOS ANGELES","CA","PROPRIETARY",74297003,"2010_2011"
"604","AMERICAN COLLEGE OF TRADITIONAL CHINESE MEDICINE","CA","PRIVATE",5918709,"2010_2011"
"605","VENTURA ADULT AND CONTINUING EDUCATION","CA","PUBLIC",92774,"2010_2011"
