"","School","State","School.Type","Total.Disbursements","Year"
"15468","AVIATION INSTITUTE OF MAINTENANCE","IN","Proprietary",1365828,"2014_2015"
"15469","SAN JUAN BAUTISTA SCHOOL OF  MEDICINE","PR","Private-Nonprofit",8241768,"2014_2015"
"15470","TEXAS HEALTH AND SCIENCE UNIVERSITY","TX","Proprietary",1495503,"2014_2015"
"15471","PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE","PA","Public",3386483,"2014_2015"
"15472","NEW HAMPSHIRE INSTITUTE OF ART","NH","Private-Nonprofit",5034888,"2014_2015"
"15473","PHAGANS' GRANTS PASS COLLEGE OF BEAUTY","OR","Proprietary",249775,"2014_2015"
"15474","STENOTECH CAREER INSTITUTE","NJ","Proprietary",147565,"2014_2015"
"15475","CUNY SCHOOL OF LAW AT QUEENS COLLEGE","NY","Public",6504769,"2014_2015"
"15476","BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS","MA","Private-Nonprofit",1083850,"2014_2015"
"15477","EVEREST COLLEGE","CA","Proprietary",341899,"2014_2015"
"15478","CHRISTIAN LIFE COLLEGE","IL","Private-Nonprofit",72500,"2014_2015"
"15479","NEW YORK INSTITUTE OF MASSAGE","NY","Proprietary",450580,"2014_2015"
"15480","MODERN BEAUTY SCHOOL","MT","Proprietary",323889,"2014_2015"
"15481","JOLIE HAIR AND BEAUTY ACADEMY","MA","Proprietary",577272,"2014_2015"
"15482","LE CORDON BLEU COLLEGE OF CULINARY ARTS","CA","Proprietary",12794140,"2014_2015"
"15483","VELVATEX COLLEGE OF BEAUTY CULTURE","AR","Proprietary",31000,"2014_2015"
"15484","UNIFICATION THEOLOGICAL SEMINARY","NY","Private-Nonprofit",435162,"2014_2015"
"15485","UNIVERSITY OF THE POTOMAC","DC","Proprietary",1248452,"2014_2015"
"15486","SALON PROFESSIONAL ACADEMY, THE","WI","Proprietary",309558,"2014_2015"
"15487","NEW PROFESSIONS TECHNICAL INSTITUTE","FL","Proprietary",573278,"2014_2015"
"15488","AMERICAN UNIVERSITY OF HEALTH SCIENCES","CA","Proprietary",3082017,"2014_2015"
"15489","CHARTER OAK STATE COLLEGE","CT","Public",6625686,"2014_2015"
"15490","MASSACHUSETTS SCHOOL OF LAW AT ANDOVER","MA","Private-Nonprofit",6993935,"2014_2015"
"15491","L T INTERNATIONAL BEAUTY SCHOOL","PA","Proprietary",240408,"2014_2015"
"15492","FARIS TECHNICAL INSTITUTE","TX","Proprietary",38934,"2014_2015"
"15493","FLORIDA COLLEGE OF INTEGRATIVE MEDICINE","FL","Proprietary",1815122,"2014_2015"
"15494","TONI & GUY HAIRDRESSING ACADEMY","MA","Proprietary",1579775,"2014_2015"
"15495","CAREER NETWORKS INSTITUTE","CA","Proprietary",6279919,"2014_2015"
"15496","BOSTON BAPTIST COLLEGE","MA","Private-Nonprofit",416674,"2014_2015"
"15497","CBD COLLEGE","CA","Private-Nonprofit",3766580,"2014_2015"
"15498","PAUL MITCHELL THE SCHOOL MEMPHIS","TN","Proprietary",1102717,"2014_2015"
"15499","MARGARET'S HAIR ACADEMY","AR","Proprietary",214881,"2014_2015"
"15500","FLORIDA GULF COAST UNIVERSITY","FL","Public",49487786,"2014_2015"
"15501","CALIFORNIA STATE UNIVERSITY, MONTEREY BAY","CA","Public",24943489,"2014_2015"
"15502","SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY","FL","Private-Nonprofit",772962,"2014_2015"
"15503","BETHESDA UNIVERSITY","CA","Private-Nonprofit",670783,"2014_2015"
"15504","CAPELLA UNIVERSITY","MN","Proprietary",484950007,"2014_2015"
"15505","KAPLAN COLLEGE","TX","Proprietary",5032687,"2014_2015"
"15506","INSTITUTE OF NATUROPATHIC EDUCATION AND RESEARCH",NA,"Foreign-Private",356415,"2014_2015"
"15507","COSMETOLOGY CAREER INSTITUTE","TX","Proprietary",940318,"2014_2015"
"15508","ACADEMY OF HAIR DESIGN","TX","Proprietary",790789,"2014_2015"
"15509","ACADEMY OF HAIR DESIGN","TX","Proprietary",276138,"2014_2015"
"15510","CHARTER COLLEGE","CA","Proprietary",5988525,"2014_2015"
"15511","MYOTHERAPY INSTITUTE","NE","Proprietary",265195,"2014_2015"
"15512","SEATTLE INSTITUTE OF ORIENTAL MEDICINE","WA","Proprietary",655315,"2014_2015"
"15513","VIRGINIA SCHOOL OF MASSAGE","VA","Proprietary",462366,"2014_2015"
"15514","NORTHWEST HVAC/R ASSOCIATION & TRAINING","WA","Private-Nonprofit",286401,"2014_2015"
"15515","MICHIGAN JEWISH INSTITUTE","MI","Private-Nonprofit",62159,"2014_2015"
"15516","LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE)",NA,"Foreign-Public",283061,"2014_2015"
"15517","ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES","CA","Private-Nonprofit",1641869,"2014_2015"
"15518","COLORADO HEIGHTS UNIVERSITY","CO","Private-Nonprofit",93043,"2014_2015"
"15519","STRAND COLLEGE OF HAIR DESIGN","SC","Proprietary",270147,"2014_2015"
"15520","BLUE CLIFF COLLEGE","LA","Proprietary",20690981,"2014_2015"
"15521","BALTIMORE SCHOOL OF MASSAGE","MD","Proprietary",3156217,"2014_2015"
"15522","ALBERTA COLLEGE OF ART & DESIGN",NA,"Foreign-Public",38000,"2014_2015"
"15523","PACIFIC COLLEGE","CA","Proprietary",2254871,"2014_2015"
"15524","2ND FACULTY OF MEDICINE, CHARLES UNIVERSITY IN PRAGUE",NA,"Foreign-Public",26500,"2014_2015"
"15525","UNIVERZITA KARLOVA V PRAZE, FIRST FACULTY OF MEDICINE (THE)",NA,"Foreign-Public",287000,"2014_2015"
"15526","CENTURA COLLEGE","SC","Proprietary",1780310,"2014_2015"
"15527","ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM DBA MECR","CO","Private-Nonprofit",206775,"2014_2015"
"15528","BRISTOL UNIVERSITY","CA","Proprietary",814796,"2014_2015"
"15529","MONTESSORI INSTITUTE OF MILWAUKEE","WI","Private-Nonprofit",122793,"2014_2015"
"15530","LINCOLN TECHNICAL INSTITUTE - HARTFORD","CT","Proprietary",4140039,"2014_2015"
"15531","FINE MORTUARY COLLEGE","MA","Proprietary",553403,"2014_2015"
"15532","CREATIVE IMAGES INSTITUTE OF COSMETOLOGY","OH","Proprietary",1492917,"2014_2015"
"15533","CENTRAL CAREER SCHOOL","NJ","Proprietary",863097,"2014_2015"
"15534","HAIR ACADEMY II","MD","Proprietary",634132,"2014_2015"
"15535","ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY","CA","Private-Nonprofit",2521307,"2014_2015"
"15536","JOHN CABOT UNIVERSITY",NA,"Foreign-Private",1015052,"2014_2015"
"15537","PRYOR BEAUTY COLLEGE","OK","Proprietary",105448,"2014_2015"
"15538","SOUTHERN CALIFORNIA SEMINARY","CA","Private-Nonprofit",1331001,"2014_2015"
"15539","KWANTLEN POLYTECHNIC UNIVERSITY",NA,"Foreign-Public",119095,"2014_2015"
"15540","DELTA COLLEGE","LA","Proprietary",1724240,"2014_2015"
"15541","MEDICAL UNIVERSITY OF LUBLIN",NA,"Foreign-Public",7283600,"2014_2015"
"15542","UNIVERSIDAD CATµLICA NORDESTANA",NA,"Foreign-Private",1525962,"2014_2015"
"15543","MEDICAL UNIVERSITY OF SILESIA (THE)",NA,"Foreign-Public",2853633,"2014_2015"
"15544","CANADIAN UNIVERSITY COLLEGE",NA,"Foreign-Private",75949,"2014_2015"
"15545","ST. STEPHEN'S UNIVERSITY",NA,"Foreign-Private",11250,"2014_2015"
"15546","WESTERN GOVERNORS UNIVERSITY","UT","Private-Nonprofit",258028977,"2014_2015"
"15547","GLASGOW CALEDONIAN UNIVERSITY",NA,"Foreign-Public",630862,"2014_2015"
"15548","ACADEMY FOR NURSING AND HEALTH OCCUPATIONS","FL","Private-Nonprofit",3742853,"2014_2015"
"15549","INTERNATIONAL BAPTIST COLLEGE & SEMINARY","AZ","Private-Nonprofit",66235,"2014_2015"
"15550","MATTIA COLLEGE","FL","Proprietary",8003361,"2014_2015"
"15551","REDEEMER UNIVERSITY COLLEGE",NA,"Foreign-Private",66250,"2014_2015"
"15552","QUEEN MARGARET UNIVERSITY, EDINBURGH",NA,"Foreign-Public",370000,"2014_2015"
"15553","BOURNEMOUTH UNIVERSITY",NA,"Foreign-Public",434933,"2014_2015"
"15554","LONDON SOUTH BANK UNIVERSITY",NA,"Foreign-Private",95500,"2014_2015"
"15555","ACADEMY OF VOCAL ARTS","PA","Private-Nonprofit",28110,"2014_2015"
"15556","RICHMONT GRADUATE UNIVERSITY","TN","Private-Nonprofit",3364504,"2014_2015"
"15557","MEDICAL TRAINING COLLEGE","LA","Proprietary",1009019,"2014_2015"
"15558","ALLEN SCHOOL","NY","Proprietary",12503475,"2014_2015"
"15559","AMERICAN CAREER COLLEGE","CA","Proprietary",2878493,"2014_2015"
"15560","MEDICAL ARTS SCHOOL (THE)","NC","Proprietary",1436322,"2014_2015"
"15561","FORTIS COLLEGE","AL","Proprietary",2514808,"2014_2015"
"15562","PROFESSIONAL GOLFERS CAREER COLLEGE","CA","Proprietary",1212890,"2014_2015"
"15563","COMMUNITY CARE COLLEGE","OK","Proprietary",10003171,"2014_2015"
"15564","MIDWEST TECHNICAL INSTITUTE","IL","Proprietary",19003690,"2014_2015"
"15565","TONI&GUY HAIRDRESSING ACADEMY","TX","Proprietary",1672791,"2014_2015"
"15566","NORTHWEST VISTA COLLEGE","TX","Public",7233331,"2014_2015"
"15567","BEACON COLLEGE","FL","Private-Nonprofit",2003889,"2014_2015"
"15568","FLORIDA COASTAL SCHOOL OF LAW","FL","Proprietary",57951533,"2014_2015"
"15569","STAR CAREER ACADEMY","NY","Proprietary",13191141,"2014_2015"
"15570","LINCOLN TECHNICAL INSTITUTE","FL","Proprietary",943148,"2014_2015"
"15571","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA","Proprietary",19728584,"2014_2015"
"15572","BRYAN COLLEGE","CA","Proprietary",206505,"2014_2015"
"15573","QUEST COLLEGE","TX","Proprietary",1515253,"2014_2015"
"15574","EPIC BIBLE COLLEGE","CA","Private-Nonprofit",1321745,"2014_2015"
"15575","CHESTER CAREER COLLEGE","VA","Proprietary",1603274,"2014_2015"
"15576","BENNETT CAREER INSTITUTE","DC","Proprietary",667835,"2014_2015"
"15577","INTERNATIONAL TRAINING CAREERS","FL","Private-Nonprofit",1673767,"2014_2015"
"15578","ACUPUNCTURE AND MASSAGE COLLEGE","FL","Proprietary",2473116,"2014_2015"
"15579","COMPUTER SYSTEMS INSTITUTE","IL","Proprietary",11818437,"2014_2015"
"15580","DALLAS NURSING INSTITUTE","TX","Private-Nonprofit",2068196,"2014_2015"
"15581","GWINNETT COLLEGE-SANDY SPRINGS","GA","Proprietary",576713,"2014_2015"
"15582","EDINBURGH NAPIER UNIVERSITY",NA,"Foreign-Public",1001944,"2014_2015"
"15583","NORTHEASTERN SEMINARY","NY","Private-Nonprofit",1646603,"2014_2015"
"15584","HOLLAND COLLEGE",NA,"Foreign-Public",106865,"2014_2015"
"15585","MILAN INSTITUTE","TX","Proprietary",12838914,"2014_2015"
"15586","COLLEGE OF BIBLICAL STUDIES-HOUSTON","TX","Private-Nonprofit",1729881,"2014_2015"
"15587","FORTIS COLLEGE","TX","Proprietary",4539738,"2014_2015"
"15588","ROSEDALE BIBLE COLLEGE","OH","Private-Nonprofit",125850,"2014_2015"
"15589","COLLEGE OF HEALTH CARE PROFESSIONS (THE)","TX","Proprietary",3309832,"2014_2015"
"15590","UNIVERSITY OF ANTELOPE VALLEY","CA","Proprietary",5645079,"2014_2015"
"15591","KLAMATH COMMUNITY COLLEGE","OR","Public",3814584,"2014_2015"
"15592","SEACOAST CAREER SCHOOLS","ME","Proprietary",2429597,"2014_2015"
"15593","ATLANTIC INSTITUTE OF ORIENTAL MEDICINE","FL","Private-Nonprofit",2938687,"2014_2015"
"15594","EAST WEST COLLEGE OF NATURAL MEDICINE","FL","Proprietary",3157051,"2014_2015"
"15595","UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE","NM","Proprietary",348778,"2014_2015"
"15596","NEW CONCEPT MASSAGE AND BEAUTY SCHOOL","FL","Proprietary",255685,"2014_2015"
"15597","LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING","NY","Proprietary",50994,"2014_2015"
"15598","FORTIS COLLEGE","FL","Proprietary",2725210,"2014_2015"
"15599","ANGLIA  RUSKIN UNIVERSITY",NA,"Foreign-Private",380336,"2014_2015"
"15600","UPPER VALLEY EDUCATORS INSTITUTE","NH","Private-Nonprofit",185750,"2014_2015"
"15601","BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES","TN","Private-Nonprofit",8871491,"2014_2015"
"15602","MARIAN HEALTH CAREERS CENTER","CA","Proprietary",1276330,"2014_2015"
"15603","IOWA SCHOOL OF BEAUTY","IA","Proprietary",229978,"2014_2015"
"15604","NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE","NY","Private-Nonprofit",976681,"2014_2015"
"15605","HDS TRUCK DRIVING INSTITUTE","AZ","Proprietary",351866,"2014_2015"
"15606","FAYETTE BEAUTY ACADEMY","GA","Proprietary",1091827,"2014_2015"
"15607","BUSINESS INDUSTRIAL RESOURCES","IL","Proprietary",2743479,"2014_2015"
"15608","MARINELLO SCHOOL OF BEAUTY","KS","Proprietary",1955673,"2014_2015"
"15609","SHAWNEE BEAUTY COLLEGE","OK","Proprietary",10700,"2014_2015"
"15610","CORTIVA INSTITUTE - CHICAGO","IL","Proprietary",2719047,"2014_2015"
"15611","CROSSROADS BIBLE COLLEGE","IN","Private-Nonprofit",1376610,"2014_2015"
"15612","ALLEGHENY WESLEYAN COLLEGE","OH","Private-Nonprofit",21050,"2014_2015"
"15613","INTERNATIONALES THEOLOGISCHES INSTITUT",NA,"Foreign-Private",188726,"2014_2015"
"15614","CAREERS UNLIMITED","UT","Proprietary",2288024,"2014_2015"
"15615","INFINITY CAREER COLLEGE","MS","Proprietary",12000,"2014_2015"
"15616","SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE)","WA","Private-Nonprofit",4265766,"2014_2015"
"15617","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",7204947,"2014_2015"
"15618","NATIONAL INSTITUTE OF MASSOTHERAPY -","OH","Proprietary",316367,"2014_2015"
"15619","ATS INSTITUTE OF TECHNOLOGY","OH","Proprietary",3573371,"2014_2015"
"15620","UNIVERSITY OF THE ARTS LONDON",NA,"Foreign-Public",4432153,"2014_2015"
"15621","TRI-STATE BIBLE COLLEGE","OH","Private-Nonprofit",302595,"2014_2015"
"15622","ROYAL WELSH COLLEGE OF MUSIC AND DRAMA",NA,"Foreign-Public",656248,"2014_2015"
"15623","PHOENIX SEMINARY","AZ","Private-Nonprofit",92086,"2014_2015"
"15624","PCI COLLEGE","CA","Proprietary",640828,"2014_2015"
"15625","FORTIS COLLEGE","LA","Proprietary",12543654,"2014_2015"
"15626","CASCADIA COLLEGE","WA","Public",1362928,"2014_2015"
"15627","PAUL MITCHELL THE SCHOOL CHICAGO","IL","Proprietary",4173743,"2014_2015"
"15628","EMIL FRIES PIANO HOSPITAL & TRAINING CENTER","WA","Private-Nonprofit",9500,"2014_2015"
"15629","AMERICAN ADVANCED TECHNICIANS INSTITUTE","FL","Proprietary",551490,"2014_2015"
"15630","UNIVERSITY OF OXFORD - GREEN TEMPLETON COLLEGE",NA,"Foreign-Public",905253,"2014_2015"
"15631","UNIVERSITY OF CAMBRIDGE - ST. CATHARINE'S COLLEGE",NA,"Foreign-Public",35500,"2014_2015"
"15632","ALL-STATE CAREER","MD","Proprietary",8974126,"2014_2015"
"15633","UNIVERSITY OF CAMBRIDGE - SELWYN COLLEGE",NA,"Foreign-Public",40450,"2014_2015"
"15634","UNIVERSITY OF OXFORD - HARRIS MANCHESTER COLLEGE",NA,"Foreign-Public",58546,"2014_2015"
"15635","OMEGA INSTITUTE OF COSMETOLOGY","LA","Proprietary",111006,"2014_2015"
"15636","LEEDS BECKETT UNIVERSITY",NA,"Foreign-Public",714655,"2014_2015"
"15637","NATIONAL GRADUATE SCHOOL OF QUALITY MANAGEMENT (THE)","MA","Private-Nonprofit",757514,"2014_2015"
"15638","UNIVERSITY OF SUNDERLAND",NA,"Foreign-Public",148407,"2014_2015"
"15639","ERIKSON INSTITUTE","IL","Private-Nonprofit",3171128,"2014_2015"
"15640","APEX SCHOOL OF THEOLOGY","NC","Private-Nonprofit",11050485,"2014_2015"
"15641","WILLIAMSON CHRISTIAN COLLEGE","TN","Private-Nonprofit",156511,"2014_2015"
"15642","UNIVERSITY OF CENTRAL LANCASHIRE",NA,"Foreign-Public",508893,"2014_2015"
"15643","KING'S UNIVERSITY (THE)","CA","Private-Nonprofit",4270887,"2014_2015"
"15644","UNIVERSITY OF BRIGHTON",NA,"Foreign-Public",343106,"2014_2015"
"15645","EUROPEAN GRADUATE SCHOOL (EGS)",NA,"Foreign-Private",1139697,"2014_2015"
"15646","MISSOURI COLLEGE OF COSMETOLOGY NORTH","MO","Proprietary",505563,"2014_2015"
"15647","AVIATION INSTITUTE OF MAINTENANCE","GA","Proprietary",7583523,"2014_2015"
"15648","SIDNEY'S HAIRDRESSING COLLEGE","KS","Proprietary",206795,"2014_2015"
"15649","ADVANCED TRAINING ASSOCIATES","CA","Proprietary",475201,"2014_2015"
"15650","BATH SPA UNIVERSITY",NA,"Foreign-Public",386012,"2014_2015"
"15651","JONES INTERNATIONAL UNIVERSITY","CO","Proprietary",13285687,"2014_2015"
"15652","AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE","OH","Proprietary",2745864,"2014_2015"
"15653","HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER","PA","Public",146748,"2014_2015"
"15654","INSTITUTE FOR THERAPEUTIC MASSAGE","NJ","Proprietary",826608,"2014_2015"
"15655","NEW YORK AUTOMOTIVE & DIESEL INSTITUTE","NY","Proprietary",2684670,"2014_2015"
"15656","ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS","IN","Proprietary",226433,"2014_2015"
"15657","CONCORDE CAREER COLLEGE","TX","Proprietary",6106664,"2014_2015"
"15658","COPPER MOUNTAIN COLLEGE","CA","Public",905715,"2014_2015"
"15659","HARRIS SCHOOL OF BUSINESS","DE","Proprietary",2572382,"2014_2015"
"15660","UNIVERSITY OF THE ROCKIES","CO","Proprietary",32556867,"2014_2015"
"15661","UNIVERSITY OF SOUTH WALES",NA,"Foreign-Public",180562,"2014_2015"
"15662","ULTIMATE MEDICAL ACADEMY","FL","Private-Nonprofit",129861340,"2014_2015"
"15663","SOUTHEASTERN COLLEGE","FL","Proprietary",1466444,"2014_2015"
"15664","SOUTHEASTERN INSTITUTE","NC","Proprietary",2847714,"2014_2015"
"15665","SOUTHEASTERN INSTITUTE","SC","Proprietary",1022314,"2014_2015"
"15666","KUSSAD INSTITUTE OF COURT REPORTING","TX","Proprietary",44937,"2014_2015"
"15667","NORTH FLORIDA COSMETOLOGY INSTITUTE","FL","Proprietary",684487,"2014_2015"
"15668","APPALACHIAN SCHOOL OF LAW","VA","Private-Nonprofit",5531636,"2014_2015"
"15669","NIAGARA COLLEGE",NA,"Foreign-Public",254450,"2014_2015"
"15670","SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER","PA","Public",408710,"2014_2015"
"15671","CAROLINA CHRISTIAN COLLEGE","NC","Private-Nonprofit",326808,"2014_2015"
"15672","NORTHPOINT BIBLE COLLEGE","MA","Private-Nonprofit",1948740,"2014_2015"
"15673","EAST VALLEY INSTITUTE OF TECHNOLOGY","AZ","Public",567059,"2014_2015"
"15674","AVIATION INSTITUTE OF MAINTENANCE","TX","Proprietary",3563358,"2014_2015"
"15675","COBA ACADEMY","CA","Proprietary",198876,"2014_2015"
"15676","TEXAS COUNTY TECHNICAL INSTITUTE","MO","Private-Nonprofit",1170882,"2014_2015"
"15677","LIVERPOOL JOHN MOORES UNIVERSITY",NA,"Foreign-Public",71750,"2014_2015"
"15678","OHIO INSTITUTE OF ALLIED HEALTH","OH","Private-Nonprofit",193231,"2014_2015"
"15679","COLORADO SCHOOL OF HEALING ARTS","CO","Proprietary",971232,"2014_2015"
"15680","IRENE'S MYOMASSOLOGY INSTITUTE","MI","Proprietary",793608,"2014_2015"
"15681","ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH (THE)",NA,"Foreign-Public",398502,"2014_2015"
"15682","NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA","CA","Private-Nonprofit",3275362,"2014_2015"
"15683","SOUTHWEST INSTITUTE OF HEALING ARTS","AZ","Proprietary",3858291,"2014_2015"
"15684","GRENOBLE ECOLE DE MANAGEMENT",NA,"Foreign-Private",458067,"2014_2015"
"15685","JAGIELLONIAN UNIVERSITY",NA,"Foreign-Public",241066,"2014_2015"
"15686","PAUL MITCHELL THE SCHOOL SANTA BARBARA","CA","Proprietary",711324,"2014_2015"
"15687","TOTAL LOOK SCHOOL OF COSMETOLOGY AND MASSAGE THERAPY","IA","Proprietary",134869,"2014_2015"
"15688","MJ'S BEAUTY ACADEMY","TX","Proprietary",426331,"2014_2015"
"15689","FLORIDA BARBER ACADEMY","FL","Proprietary",1484786,"2014_2015"
"15690","BIRTHWISE MIDWIFERY SCHOOL","ME","Proprietary",325127,"2014_2015"
"15691","VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES","TX","Private-Nonprofit",2346401,"2014_2015"
"15692","UNIVERSITY OF NORTHERN BRITISH COLUMBIA - PRINCE GEORGE CAMPUS",NA,"Foreign-Public",47225,"2014_2015"
"15693","DAVID'S ACADEMY OF BEAUTY","CA","Proprietary",49767,"2014_2015"
"15694","AVIATION INSTITUTE OF MAINTENANCE","MO","Proprietary",791503,"2014_2015"
"15695","HEALING MOUNTAIN MASSAGE SCHOOL","UT","Proprietary",409260,"2014_2015"
"15696","PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE","AZ","Proprietary",1679466,"2014_2015"
"15697","INSTITUTE OF TECHNICAL ARTS","FL","Proprietary",1305311,"2014_2015"
"15698","UNIVERSITY OF GREENWICH",NA,"Foreign-Public",620900,"2014_2015"
"15699","BROWN AVEDA INSTITUTE","OH","Proprietary",2468684,"2014_2015"
"15700","LAMAR INSTITUTE OF TECHNOLOGY","TX","Public",4144407,"2014_2015"
"15701","JACKSONVILLE BEAUTY INSTITUTE","FL","Proprietary",604888,"2014_2015"
"15702","FLORIDA EDUCATION INSTITUTE","FL","Proprietary",2048722,"2014_2015"
"15703","CARVER BIBLE COLLEGE","GA","Private-Nonprofit",145148,"2014_2015"
"15704","WEST COAST ULTRASOUND INSTITUTE","CA","Proprietary",7809119,"2014_2015"
"15705","INSTITUTE OF TECHNOLOGY","OR","Proprietary",2344561,"2014_2015"
"15706","MR. JOHN'S SCHOOL OF COSMETOLOGY AND NAILS","IL","Proprietary",211030,"2014_2015"
"15707","RUDY & KELLY ACADEMY, A PAUL MITCHELL PARTNER SCHOOL","VA","Proprietary",1528541,"2014_2015"
"15708","DESIGN'S SCHOOL OF COSMETOLOGY","CA","Proprietary",854660,"2014_2015"
"15709","NEW CONCEPTS SCHOOL OF COSMETOLOGY","TN","Proprietary",274476,"2014_2015"
"15710","PC AGE","NJ","Proprietary",1513350,"2014_2015"
"15711","UNIVERSIDAD DE IBEROAMERICA",NA,"Foreign-Private",33738,"2014_2015"
"15712","EASTERN VIRGINIA CAREER COLLEGE","VA","Proprietary",1687308,"2014_2015"
"15713","SOUTH FLORIDA INSTITUTE OF TECHNOLOGY","FL","Proprietary",208420,"2014_2015"
"15714","HOOD THEOLOGICAL SEMINARY","NC","Private-Nonprofit",2107411,"2014_2015"
"15715","CHRISTIE'S EDUCATION","NY","Proprietary",615765,"2014_2015"
"15716","PILLAR COLLEGE","NJ","Private-Nonprofit",3131853,"2014_2015"
"15717","FAITH THEOLOGICAL SEMINARY","MD","Private-Nonprofit",514103,"2014_2015"
"15718","BIRTHINGWAY COLLEGE OF MIDWIFERY","OR","Private-Nonprofit",493867,"2014_2015"
"15719","TONI&GUY HAIRDRESSING ACADEMY","CO","Proprietary",1802255,"2014_2015"
"15720","UNIVERSITY OF ABERTAY DUNDEE",NA,"Foreign-Public",12500,"2014_2015"
"15721","FAMILY OF FAITH COLLEGE","OK","Private-Nonprofit",44585,"2014_2015"
"15722","PIMA MEDICAL INSTITUTE","NM","Proprietary",978453,"2014_2015"
"15723","JAY'S TECHNICAL INSTITUTE","TX","Proprietary",399245,"2014_2015"
"15724","CALIFORNIA HEALING ARTS COLLEGE","CA","Proprietary",933916,"2014_2015"
"15725","INTERNATIONAL BARBER & STYLE COLLEGE","TN","Proprietary",1132911,"2014_2015"
"15726","NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOOL OF NURSE ANESTHESIA","IL","Private-Nonprofit",20500,"2014_2015"
"15727","UNIVERSITY OF LINCOLN",NA,"Foreign-Public",693476,"2014_2015"
"15728","COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE","CO","Proprietary",2617054,"2014_2015"
"15729","FAITH EVANGELICAL COLLEGE & SEMINARY","WA","Private-Nonprofit",1820960,"2014_2015"
"15730","AVE MARIA SCHOOL OF LAW","FL","Private-Nonprofit",11651795,"2014_2015"
"15731","UNIVERSITY OF CHICHESTER",NA,"Foreign-Public",30000,"2014_2015"
"15732","COMMUNITY ENHANCEMENT SERVICES","CA","Private-Nonprofit",490139,"2014_2015"
"15733","ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE","AZ","Proprietary",887815,"2014_2015"
"15734","SANTIAGO CANYON COLLEGE","CA","Public",558855,"2014_2015"
"15735","UNIVERSITY OF THE WEST","CA","Private-Nonprofit",845692,"2014_2015"
"15736","SABER COLLEGE","FL","Private-Nonprofit",6260652,"2014_2015"
"15737","WEST COAST UNIVERSITY","CA","Proprietary",82861335,"2014_2015"
"15738","REGENCY BEAUTY INSTITUTE - CLEVELAND","OH","Proprietary",657399,"2014_2015"
"15739","MEMPHIS INSTITUTE OF BARBERING","TN","Proprietary",883951,"2014_2015"
"15740","DELAWARE LEARNING INSTITUTE OF COSMETOLOGY","DE","Proprietary",419754,"2014_2015"
"15741","SALON PROFESSIONAL ACADEMY (THE)","MI","Proprietary",142822,"2014_2015"
"15742","AMERICAN INSTITUTE","FL","Proprietary",1037935,"2014_2015"
"15743","EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE","VA","Private-Nonprofit",57650075,"2014_2015"
"15744","TREND BARBER COLLEGE","TX","Proprietary",872711,"2014_2015"
"15745","CARLSON COLLEGE OF MASSAGE THERAPY","IA","Proprietary",165510,"2014_2015"
"15746","CULINARY INSTITUTE LENOTRE","TX","Proprietary",3631753,"2014_2015"
"15747","DIGIPEN INSTITUTE OF TECHNOLOGY","WA","Proprietary",9899056,"2014_2015"
"15748","MOORE CAREER COLLEGE","LA","Proprietary",406187,"2014_2015"
"15749","AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS","TX","Proprietary",2864553,"2014_2015"
"15750","UNIVERSITY OF DERBY",NA,"Foreign-Public",117602,"2014_2015"
"15751","NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","NH","Proprietary",178888,"2014_2015"
"15752","BATON ROUGE COMMUNITY COLLEGE","LA","Public",17188875,"2014_2015"
"15753","INTERNATIONAL YACHT RESTORATION SCHOOL","RI","Private-Nonprofit",348000,"2014_2015"
"15754","BAPTIST UNIVERSITY OF THE AMERICAS","TX","Private-Nonprofit",100267,"2014_2015"
"15755","JOHN D. ROCKEFELLER IV CAREER CENTER","WV","Public",169671,"2014_2015"
