"","School","State","School.Type","Total.Disbursements","Year"
"14171","TRINITY BIBLE COLLEGE","ND","Private-Nonprofit",1264668,"2014_2015"
"14172","HAMILTON TECHNICAL COLLEGE","IA","Proprietary",1907012,"2014_2015"
"14173","MANSFIELD BEAUTY SCHOOLS","MA","Proprietary",69876,"2014_2015"
"14174","VICTORIA UNIVERSITY OF WELLINGTON",NA,"Foreign-Public",371208,"2014_2015"
"14175","SULLIVAN COLLEGE OF TECHNOLOGY AND DESIGN","KY","Proprietary",2739113,"2014_2015"
"14176","ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary",945705,"2014_2015"
"14177","KENNETH SHULER SCHOOL OF COSMETOLOGY","SC","Proprietary",1987547,"2014_2015"
"14178","ECOLE HOTELIERE DE LAUSANNE",NA,"Foreign-Private",219460,"2014_2015"
"14179","UNIVERSITY OF CAMBRIDGE - GIRTON COLLEGE",NA,"Foreign-Public",218596,"2014_2015"
"14180","NATIONAL PARK COMMUNITY COLLEGE","AR","Public",7546934,"2014_2015"
"14181","INSTITUTE OF DESIGN AND CONSTRUCTION","NY","Private-Nonprofit",34195,"2014_2015"
"14182","UNIVERSITY OF PUERTO RICO, AGUADILLA REGIONAL COLLEGE","PR","Public",1157750,"2014_2015"
"14183","UNIVERSITY OF MANCHESTER (THE)",NA,"Foreign-Public",2878493,"2014_2015"
"14184","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","Private-Nonprofit",29912533,"2014_2015"
"14185","ATLANTA METROPOLITAN  STATE COLLEGE","GA","Public",5513396,"2014_2015"
"14186","CAROUSEL BEAUTY COLLEGE","OH","Proprietary",471963,"2014_2015"
"14187","CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE","AL","Public",3757003,"2014_2015"
"14188","BURLINGTON COLLEGE","VT","Private-Nonprofit",1645281,"2014_2015"
"14189","INTERNATIONAL ACADEMY OF HAIR DESIGN","AZ","Proprietary",730891,"2014_2015"
"14190","BLACKSTONE VALLEY VOCATIONAL REGIONAL SCHOOL DISTRICT","MA","Public",138188,"2014_2015"
"14191","UNIVERSITY OF BRADFORD",NA,"Foreign-Public",540981,"2014_2015"
"14192","UNIVERSITY OF OXFORD - REGENT'S PARK COLLEGE",NA,"Foreign-Public",169785,"2014_2015"
"14193","MEMORIAL HOSPITAL SCHOOL OF NURSING","NY","Private-Nonprofit",562508,"2014_2015"
"14194","JAMES COOK UNIVERSITY - TOWNSVILLE",NA,"Foreign-Public",956760,"2014_2015"
"14195","BIRMINGHAM CITY UNIVERSITY",NA,"Foreign-Public",657282,"2014_2015"
"14196","JAGIELLONIAN UNIVERSITY MEDICAL COLLEGE",NA,"Foreign-Public",47250,"2014_2015"
"14197","HUMBER COLLEGE INSTITUTE OF TECHNOLOGY AND ADVANCED LEARNING",NA,"Foreign-Public",142670,"2014_2015"
"14198","CENTRAL SCHOOL OF PRACTICAL NURSING","OH","Private-Nonprofit",560000,"2014_2015"
"14199","ASTON UNIVERSITY",NA,"Foreign-Public",135663,"2014_2015"
"14200","EAST ARKANSAS COMMUNITY COLLEGE","AR","Public",94991,"2014_2015"
"14201","NORTH ARKANSAS COLLEGE","AR","Public",2553913,"2014_2015"
"14202","BALDWIN BEAUTY SCHOOLS","TX","Proprietary",231493,"2014_2015"
"14203","PROVIDENCE UNIVERSITY COLLEGE AND THEOLOGICAL SEMINARY",NA,"Foreign-Private",80875,"2014_2015"
"14204","UNIVERSITY OF OXFORD - WOLFSON COLLEGE",NA,"Foreign-Public",1081063,"2014_2015"
"14205","NEW YORK CHIROPRACTIC COLLEGE","NY","Private-Nonprofit",24671908,"2014_2015"
"14206","WRIGHT BEAUTY ACADEMY","MI","Proprietary",161462,"2014_2015"
"14207","VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING","NY","Public",952609,"2014_2015"
"14208","JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL","ND","Proprietary",151105,"2014_2015"
"14209","PALMER COLLEGE OF CHIROPRACTIC","IA","Private-Nonprofit",90829501,"2014_2015"
"14210","UNIVERSITY OF CAMBRIDGE - GONVILLE & CAIUS COLLEGE",NA,"Foreign-Public",56135,"2014_2015"
"14211","UNIVERSITY OF WESTERN STATES","OR","Private-Nonprofit",18595352,"2014_2015"
"14212","CORNISH COLLEGE OF THE ARTS","WA","Private-Nonprofit",8163599,"2014_2015"
"14213","NORTHWESTERN HEALTH SCIENCES UNIVERSITY","MN","Private-Nonprofit",27498259,"2014_2015"
"14214","ROYAL COLLEGE OF MUSIC",NA,"Foreign-Public",863528,"2014_2015"
"14215","UNIVERSITY OF WALES - LAMPETER",NA,"Foreign-Public",28000,"2014_2015"
"14216","PHAGANS' CENTRAL OREGON BEAUTY COLLEGE","OR","Proprietary",576700,"2014_2015"
"14217","PHAGANS' BEAUTY COLLEGE","OR","Proprietary",367531,"2014_2015"
"14218","PHAGANS' SCHOOL OF HAIR DESIGN","OR","Proprietary",1344220,"2014_2015"
"14219","PHAGANS' SCHOOL OF BEAUTY","OR","Proprietary",213495,"2014_2015"
"14220","PLAZA COLLEGE","NY","Proprietary",4167043,"2014_2015"
"14221","NORTHWESTERN COLLEGE","IL","Proprietary",12647370,"2014_2015"
"14222","ST. PAUL'S SCHOOL OF NURSING","NY","Proprietary",4535360,"2014_2015"
"14223","SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL","MA","Public",590993,"2014_2015"
"14224","THOMAS JEFFERSON UNIVERSITY","PA","Private-Nonprofit",66630306,"2014_2015"
"14225","SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES","NY","Public",1003606,"2014_2015"
"14226","UNIVERSITY OF AUCKLAND (THE)",NA,"Foreign-Public",1381327,"2014_2015"
"14227","STONE ACADEMY","CT","Proprietary",6634631,"2014_2015"
"14228","EVERGREEN VALLEY COLLEGE","CA","Public",774924,"2014_2015"
"14229","LINCOLN TECHNICAL INSTITUTE","NJ","Proprietary",41510749,"2014_2015"
"14230","EASTWICK COLLEGE - HACKENSACK CAMPUS.","NJ","Proprietary",4602278,"2014_2015"
"14231","PAUL MITCHELL THE SCHOOL DALLAS","TX","Proprietary",5782142,"2014_2015"
"14232","TONI & GUY HAIRDRESSING ACADEMY","WA","Proprietary",447478,"2014_2015"
"14233","RANKEN TECHNICAL COLLEGE","MO","Private-Nonprofit",12447324,"2014_2015"
"14234","CARIBBEAN UNIVERSITY","PR","Private-Nonprofit",8060306,"2014_2015"
"14235","UNIVERSIDAD DE NAVARRA",NA,"Foreign-Private",213250,"2014_2015"
"14236","LOS ANGELES MISSION COLLEGE","CA","Public",1721855,"2014_2015"
"14237","FIVE TOWNS COLLEGE","NY","Proprietary",5724346,"2014_2015"
"14238","WEST VIRGINIA UNIVERSITY HOSPITALS","WV","Private-Nonprofit",66000,"2014_2015"
"14239","RINGLING COLLEGE OF ART & DESIGN","FL","Private-Nonprofit",15076991,"2014_2015"
"14240","SAINT LOUIS CHRISTIAN COLLEGE","MO","Private-Nonprofit",1300629,"2014_2015"
"14241","ILLINOIS INSTITUTE OF ART (THE)","IL","Proprietary",45045353,"2014_2015"
"14242","METROPOLITAN COMMUNITY COLLEGE","NE","Public",7167087,"2014_2015"
"14243","ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES","NY","Public",1663333,"2014_2015"
"14244","EMPIRE BEAUTY SCHOOL","PA","Proprietary",8295779,"2014_2015"
"14245","THOMAS M. COOLEY LAW SCHOOL","MI","Private-Nonprofit",63983225,"2014_2015"
"14246","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",3125526,"2014_2015"
"14247","ONONDAGA CORTLAND MADISON BOCES","NY","Public",2997464,"2014_2015"
"14248","BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY","CO","Proprietary",5827641,"2014_2015"
"14249","CAROUSEL BEAUTY COLLEGE","OH","Proprietary",48918,"2014_2015"
"14250","PELLISSIPPI STATE COMMUNITY COLLEGE","TN","Public",10180563,"2014_2015"
"14251","SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS","VA","Proprietary",831356,"2014_2015"
"14252","EDISON STATE COMMUNITY COLLEGE","OH","Public",5135584,"2014_2015"
"14253","METROPLEX BEAUTY SCHOOL","TX","Proprietary",157065,"2014_2015"
"14254","UNIVERSITY OF OXFORD - LINACRE COLLEGE",NA,"Foreign-Public",417732,"2014_2015"
"14255","NATIONAL UNIVERSITY OF IRELAND, GALWAY",NA,"Foreign-Public",2001230,"2014_2015"
"14256","OSWEGO COUNTY BOCES","NY","Public",384271,"2014_2015"
"14257","PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA",NA,"Foreign-Private",1311732,"2014_2015"
"14258","DOMINICAN HOUSE OF STUDIES","DC","Private-Nonprofit",102926,"2014_2015"
"14259","INSTITUTO TECNOLOGICO DE SANTO DOMINGO",NA,"Foreign-Private",117498,"2014_2015"
"14260","JOHN WOOD COMMUNITY COLLEGE","IL","Public",2628591,"2014_2015"
"14261","PAT GOINS RUSTON BEAUTY SCHOOL","LA","Proprietary",226304,"2014_2015"
"14262","UNIVERSITY OF CAMBRIDGE - SAINT JOHN'S COLLEGE",NA,"Foreign-Public",99888,"2014_2015"
"14263","MOLER HOLLYWOOD BEAUTY ACADEMY","OH","Proprietary",232192,"2014_2015"
"14264","INTERNATIONAL SALON AND SPA ACADEMY","CO","Proprietary",942293,"2014_2015"
"14265","SOUTHERN STATE COMMUNITY COLLEGE","OH","Public",5445454,"2014_2015"
"14266","NORTH-WEST COLLEGE","CA","Proprietary",8127194,"2014_2015"
"14267","WYOTECH","CA","Proprietary",5797171,"2014_2015"
"14268","PAT GOINS BENTON RD BEAUTY SCHOOL","LA","Proprietary",149122,"2014_2015"
"14269","CELEBRITY STYLIST BEAUTY SCHOOL","LA","Proprietary",304222,"2014_2015"
"14270","MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL","MA","Public",353679,"2014_2015"
"14271","ANTONELLI COLLEGE","OH","Proprietary",9246540,"2014_2015"
"14272","VIRGINIA MARTI COLLEGE OF ART AND DESIGN","OH","Proprietary",1759921,"2014_2015"
"14273","MTI COLLEGE","CA","Proprietary",4712420,"2014_2015"
"14274","SYRACUSE CITY SCHOOL DISTRICT","NY","Public",263189,"2014_2015"
"14275","SOUTH HILLS BEAUTY ACADEMY","PA","Proprietary",688611,"2014_2015"
"14276","CHARLES & SUE'S SCHOOL OF HAIR DESIGN","TX","Proprietary",422504,"2014_2015"
"14277","TINT SCHOOL OF MAKEUP & COSMETOLOGY","TX","Proprietary",688789,"2014_2015"
"14278","ROB ROY ACADEMY","MA","Proprietary",398896,"2014_2015"
"14279","HUDSON COUNTY COMMUNITY COLLEGE","NJ","Public",5126095,"2014_2015"
"14280","NEBRASKA CHRISTIAN COLLEGE","NE","Private-Nonprofit",779840,"2014_2015"
"14281","UNIVERSITY OF HUDDERSFIELD (THE)",NA,"Foreign-Public",405337,"2014_2015"
"14282","PROFESSIONAL INSTITUTE OF BEAUTY","CA","Proprietary",179165,"2014_2015"
"14283","OCEANSIDE COLLEGE OF BEAUTY","CA","Proprietary",360061,"2014_2015"
"14284","OLYMPIAN ACADEMY OF COSMETOLOGY","NM","Proprietary",5786064,"2014_2015"
"14285","LA'JAMES INTERNATIONAL COLLEGE","IA","Proprietary",324648,"2014_2015"
"14286","NAZARENE BIBLE COLLEGE","CO","Private-Nonprofit",2250699,"2014_2015"
"14287","PHAGANS' SALON ACADEMY","OR","Proprietary",227474,"2014_2015"
"14288","LANCASTER BEAUTY SCHOOL","CA","Proprietary",673772,"2014_2015"
"14289","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary",3861645,"2014_2015"
"14290","CITY UNIVERSITY OF SEATTLE","WA","Private-Nonprofit",15197586,"2014_2015"
"14291","BORICUA COLLEGE","NY","Private-Nonprofit",1461981,"2014_2015"
"14292","SOUTH UNIVERSITY","GA","Proprietary",273396842,"2014_2015"
"14293","AMERICAN BEAUTY COLLEGE","CA","Proprietary",297725,"2014_2015"
"14294","CAPRI OAK FOREST BEAUTY COLLEGE","IL","Proprietary",987183,"2014_2015"
"14295","SALON SUCCESS ACADEMY","CA","Proprietary",2408529,"2014_2015"
"14296","CALIFORNIA WESTERN SCHOOL OF LAW","CA","Private-Nonprofit",29399071,"2014_2015"
"14297","INTERNATIONAL COLLEGE OF BROADCASTING","OH","Proprietary",992098,"2014_2015"
"14298","MASSEY UNIVERSITY",NA,"Foreign-Public",1562071,"2014_2015"
"14299","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","Proprietary",509463,"2014_2015"
"14300","BAPTIST BIBLE COLLEGE","MO","Private-Nonprofit",1644045,"2014_2015"
"14301","ROXBOROUGH MEMORIAL HOSPITAL","PA","Proprietary",1042949,"2014_2015"
"14302","M.J. MURPHY BEAUTY COLLEGE OF MOUNT PLEASANT","MI","Proprietary",184592,"2014_2015"
"14303","UNIVERSITY OF HOUSTON - VICTORIA","TX","Public",21303693,"2014_2015"
"14304","ACADEMY OF HAIR DESIGN","NV","Proprietary",1166241,"2014_2015"
"14305","LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE","CA","Proprietary",731162,"2014_2015"
"14306","SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY","PA","Proprietary",6413054,"2014_2015"
"14307","ACADEMY COLLEGE","MN","Proprietary",1359133,"2014_2015"
"14308","KAPLAN COLLEGE","OH","Proprietary",2542543,"2014_2015"
"14309","BLACK RIVER TECHNICAL COLLEGE","AR","Public",3326108,"2014_2015"
"14310","UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE",NA,"Foreign-Public",571912,"2014_2015"
"14311","LIBERTY UNIVERSITY","VA","Private-Nonprofit",690391937,"2014_2015"
"14312","CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO",NA,"Foreign-Private",157166,"2014_2015"
"14313","EASTWICK COLLEGE","NJ","Proprietary",7226756,"2014_2015"
"14314","TRUMBULL BUSINESS COLLEGE","OH","Proprietary",1629924,"2014_2015"
"14315","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",3239360,"2014_2015"
"14316","HARRINGTON COLLEGE OF DESIGN","IL","Proprietary",4155856,"2014_2015"
"14317","BOSSIER PARISH COMMUNITY COLLEGE","LA","Public",34418676,"2014_2015"
"14318","DELTA SCHOOL OF BUSINESS AND TECHNOLOGY","LA","Proprietary",1672117,"2014_2015"
"14319","FOUR RIVERS CAREER CENTER","MO","Public",210600,"2014_2015"
"14320","CAPRI COSMETOLOGY LEARNING CENTER","NY","Proprietary",1297631,"2014_2015"
"14321","MITCHELL'S HAIR STYLING ACADEMY","NC","Proprietary",367130,"2014_2015"
"14322","DAYMAR COLLEGE","OH","Proprietary",1450700,"2014_2015"
"14323","MIAT COLLEGE OF TECHNOLOGY","MI","Proprietary",7008678,"2014_2015"
"14324","BROWN COLLEGE OF COURT REPORTING","GA","Proprietary",2061329,"2014_2015"
"14325","VENUS BEAUTY ACADEMY","PA","Proprietary",484499,"2014_2015"
"14326","ROMAN ACADEMY OF BEAUTY CULTURE","NJ","Proprietary",159648,"2014_2015"
"14327","MONTSERRAT COLLEGE OF ART","MA","Private-Nonprofit",3306005,"2014_2015"
"14328","COASTLINE COMMUNITY COLLEGE","CA","Public",3322415,"2014_2015"
"14329","SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC","SC","Private-Nonprofit",14625736,"2014_2015"
"14330","PRESCOTT COLLEGE","AZ","Private-Nonprofit",8603869,"2014_2015"
"14331","CALIFORNIA BEAUTY COLLEGE","CA","Proprietary",352419,"2014_2015"
"14332","OHIO STATE COLLEGE OF BARBER STYLING","OH","Proprietary",930562,"2014_2015"
"14333","NEW SCHOOL, THE","NY","Private-Nonprofit",80866382,"2014_2015"
"14334","ADLER UNIVERSITY","IL","Private-Nonprofit",37135818,"2014_2015"
"14335","LESTER E. COX MEDICAL CENTER","MO","Private-Nonprofit",5984186,"2014_2015"
"14336","DOUGLAS EDUCATION CENTER","PA","Proprietary",3233716,"2014_2015"
"14337","NEW YORK SCHOOL OF INTERIOR DESIGN","NY","Private-Nonprofit",3222274,"2014_2015"
"14338","VATTEROTT COLLEGE","IL","Proprietary",6009993,"2014_2015"
"14339","CONCORDIA UNIVERSITY","CA","Private-Nonprofit",41899026,"2014_2015"
"14340","GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION","OH","Public",266600,"2014_2015"
"14341","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE","AR","Public",1697874,"2014_2015"
"14342","WOR-WIC COMMUNITY COLLEGE","MD","Public",1851466,"2014_2015"
"14343","BRANFORD HALL CAREER INSTITUTE","CT","Proprietary",17600884,"2014_2015"
"14344","CAPITOL CITY TRADE & TECHNICAL SCHOOL","TX","Proprietary",3278,"2014_2015"
"14345","ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE","IL","Public",275087,"2014_2015"
"14346","SOUTH ARKANSAS COMMUNITY COLLEGE","AR","Public",3961642,"2014_2015"
"14347","LIFE UNIVERSITY","GA","Private-Nonprofit",91960068,"2014_2015"
"14348","PULASKI TECHNICAL COLLEGE","AR","Public",32276010,"2014_2015"
"14349","BRIARCLIFFE COLLEGE","NY","Proprietary",17952627,"2014_2015"
"14350","SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE)","CA","Private-Nonprofit",8101392,"2014_2015"
"14351","MILWAUKEE INSTITUTE OF ART & DESIGN","WI","Private-Nonprofit",5317779,"2014_2015"
"14352","NORTH LAKE COLLEGE","TX","Public",4135073,"2014_2015"
"14353","SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY","WI","Private-Nonprofit",5711,"2014_2015"
"14354","SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS AND SCIENCES","UT","Proprietary",73310,"2014_2015"
"14355","ART INSTITUTE OF COLORADO (THE)","CO","Proprietary",12461310,"2014_2015"
"14356","EMPIRE BEAUTY SCHOOL","MA","Proprietary",11577255,"2014_2015"
"14357","COLLEGE OF HAIR DESIGN","NE","Proprietary",1876694,"2014_2015"
"14358","ARLINGTON BAPTIST COLLEGE","TX","Private-Nonprofit",1534865,"2014_2015"
"14359","UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE",NA,"Foreign-Public",193166,"2014_2015"
"14360","UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE",NA,"Foreign-Public",356358,"2014_2015"
"14361","TESST COLLEGE OF TECHNOLOGY","MD","Proprietary",3094983,"2014_2015"
"14362","NORTHERN NEW MEXICO COLLEGE","NM","Public",632048,"2014_2015"
"14363","RAVENSCROFT BEAUTY COLLEGE","IN","Proprietary",891975,"2014_2015"
"14364","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",3344463,"2014_2015"
"14365","OZARKA COLLEGE","AR","Public",2532034,"2014_2015"
"14366","UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE",NA,"Foreign-Public",196638,"2014_2015"
"14367","CONCORDIA THEOLOGICAL SEMINARY","IN","Private-Nonprofit",1676198,"2014_2015"
"14368","OXFORD BROOKES UNIVERSITY",NA,"Foreign-Public",2232316,"2014_2015"
"14369","CONCORDE CAREER INSTITUTE","FL","Proprietary",7497958,"2014_2015"
"14370","TRIANGLE TECH","PA","Proprietary",384670,"2014_2015"
"14371","CAPRI COLLEGE","IA","Proprietary",1023356,"2014_2015"
"14372","CLEVELAND UNIVERSITY-KANSAS CITY","KS","Private-Nonprofit",20731071,"2014_2015"
"14373","ELEGANCE INTERNATIONAL","CA","Proprietary",2531351,"2014_2015"
"14374","KAPLAN COLLEGE","CA","Proprietary",10569398,"2014_2015"
"14375","MASSACHUSETTS SCHOOL OF BARBERING","MA","Proprietary",290004,"2014_2015"
"14376","EASTWICK COLLEGE - NUTLEY CAMPUS","NJ","Proprietary",3131352,"2014_2015"
"14377","RIDLEY-LOWELL SCHOOL OF BUSINESS","NY","Proprietary",638847,"2014_2015"
"14378","LAUREL TECHNICAL INSTITUTE","PA","Proprietary",2087177,"2014_2015"
"14379","SOUTHWEST INSTITUTE OF TECHNOLOGY","TX","Proprietary",1236,"2014_2015"
"14380","LONG ISLAND BUSINESS INSTITUTE","NY","Proprietary",656259,"2014_2015"
"14381","BEN-GURION UNIVERSITY OF THE NEGEV",NA,"Foreign-Public",4436488,"2014_2015"
"14382","UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE",NA,"Foreign-Public",284015,"2014_2015"
"14383","UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL",NA,"Foreign-Public",2922287,"2014_2015"
"14384","FIELDING GRADUATE UNIVERSITY","CA","Private-Nonprofit",17137749,"2014_2015"
"14385","HASTINGS BEAUTY SCHOOL","MN","Proprietary",222444,"2014_2015"
"14386","WESTERN TECHNICAL COLLEGE","TX","Proprietary",10828165,"2014_2015"
"14387","HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM","NY","Public",507597,"2014_2015"
"14388","UNIVERSITY OF PHOENIX","AZ","Proprietary",1579521737,"2014_2015"
"14389","AMERICAN CONSERVATORY THEATER FOUNDATION","CA","Private-Nonprofit",616928,"2014_2015"
"14390","CENTRAL COMMUNITY COLLEGE","NE","Public",4641208,"2014_2015"
"14391","ROSS MEDICAL EDUCATION CENTER","MI","Proprietary",10284370,"2014_2015"
"14392","UNIVERSIDAD POLITECNICA DE PUERTO RICO","PR","Private-Nonprofit",16805035,"2014_2015"
"14393","BROOKHAVEN COLLEGE","TX","Public",4458583,"2014_2015"
"14394","MED-ASSIST SCHOOL OF HAWAII","HI","Proprietary",264490,"2014_2015"
"14395","EVEREST INSTITUTE","MI","Proprietary",1021260,"2014_2015"
"14396","UNIVERSAL TECHNICAL INSTITUTE","AZ","Proprietary",58576928,"2014_2015"
"14397","CARRINGTON COLLEGE","AZ","Proprietary",26031388,"2014_2015"
"14398","NORTHWEST COLLEGE SCHOOL OF BEAUTY","OR","Proprietary",4783706,"2014_2015"
"14399","ROEHAMPTON UNIVERSITY",NA,"Foreign-Public",1387867,"2014_2015"
"14400","KINGSWOOD UNIVERSITY",NA,"Foreign-Private",382100,"2014_2015"
"14401","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary",471010,"2014_2015"
"14402","HARRIS SCHOOL OF BUSINESS","NJ","Proprietary",10151495,"2014_2015"
"14403","OTSEGO DELAWARE SCHOHARIE GREENE BOCES","NY","Public",221325,"2014_2015"
"14404","SPA TECH INSTITUTE","ME","Proprietary",2094430,"2014_2015"
"14405","SUMNER COLLEGE","OR","Proprietary",2611515,"2014_2015"
"14406","EVERGREEN BEAUTY AND BARBER COLLEGE","WA","Proprietary",468437,"2014_2015"
"14407","HAIR DESIGN INSTITUTE AT FIFTH AVENUE","NY","Proprietary",1188729,"2014_2015"
"14408","COLLEGE OF COSMETOLOGY","OR","Proprietary",365097,"2014_2015"
"14409","O'MORE COLLEGE OF DESIGN","TN","Private-Nonprofit",1196412,"2014_2015"
"14410","AMERICAN INSTITUTE","CT","Proprietary",8966243,"2014_2015"
"14411","TRINITY LUTHERAN COLLEGE","WA","Private-Nonprofit",1319987,"2014_2015"
"14412","BRAMSON ORT COLLEGE MAIN CAMPUS-01","NY","Private-Nonprofit",952708,"2014_2015"
"14413","PENNSYLVANIA ACADEMY OF THE FINE ARTS","PA","Private-Nonprofit",3765007,"2014_2015"
"14414","TRUCKEE MEADOWS COMMUNITY COLLEGE","NV","Public",8738239,"2014_2015"
"14415","UNIVERSITY OF HAWAII - WEST OAHU","HI","Public",5905441,"2014_2015"
"14416","LONDON ACADEMY OF MUSIC & DRAMATIC ART",NA,"Foreign-Private",998048,"2014_2015"
"14417","WARDS CORNER BEAUTY ACADEMY","VA","Proprietary",816045,"2014_2015"
"14418","COLUMBIA COLLEGE HOLLYWOOD","CA","Private-Nonprofit",3940132,"2014_2015"
"14419","CLEVELAND INSTITUTE OF DENTAL - MEDICAL ASSISTANTS","OH","Proprietary",2864136,"2014_2015"
"14420","CALIFORNIA COLLEGE SAN DIEGO","CA","Proprietary",10090358,"2014_2015"
"14421","CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN","NY","Public",248343,"2014_2015"
"14422","CUYAMACA COLLEGE","CA","Public",384310,"2014_2015"
"14423","DANVILLE REGIONAL MEDICAL CENTER SCHOOL OF HEALTH PROFESSIONS","VA","Proprietary",65500,"2014_2015"
"14424","GREAT LAKES INSTITUTE OF TECHNOLOGY","PA","Proprietary",4030431,"2014_2015"
"14425","RIDLEY - LOWELL BUSINESS & TECHNICAL INSTITUTE","CT","Proprietary",4693459,"2014_2015"
"14426","NORTH HAVEN ACADEMY, LLC","CT","Proprietary",1140379,"2014_2015"
"14427","AMERICAN INTERCONTINENTAL UNIVERSITY","IL","Proprietary",163676813,"2014_2015"
"14428","ROBERTO-VENN SCHOOL OF LUTHIERY","AZ","Proprietary",363200,"2014_2015"
"14429","JOHNSON COLLEGE","PA","Private-Nonprofit",3141998,"2014_2015"
"14430","UNIVERSITY OF PORTSMOUTH",NA,"Foreign-Public",247942,"2014_2015"
"14431","SANFORD-BROWN COLLEGE","GA","Proprietary",14350732,"2014_2015"
"14432","PUEBLO COMMUNITY COLLEGE","CO","Public",13664199,"2014_2015"
"14433","UNIVERSITY OF CAMBRIDGE - LUCY CAVENDISH COLLEGE",NA,"Foreign-Public",164211,"2014_2015"
"14434","UPPER VALLEY JOINT VOCATIONAL SCHOOL","OH","Public",649771,"2014_2015"
"14435","ART INSTITUTE OF HOUSTON (THE)","TX","Proprietary",40388036,"2014_2015"
"14436","GREAT OAKS CAREER CAMPUSES-SCARLET OAKS","OH","Public",1227633,"2014_2015"
"14437","BECK SCHOOL OF PRACTICAL NURSING","IL","Public",741515,"2014_2015"
"14438","NAROPA UNIVERSITY","CO","Private-Nonprofit",14822666,"2014_2015"
"14439","AVEDA INSTITUTE LAFAYETTE","LA","Proprietary",1005328,"2014_2015"
"14440","LEVITTOWN BEAUTY ACADEMY","PA","Proprietary",237759,"2014_2015"
"14441","MISSION COLLEGE","CA","Public",386815,"2014_2015"
"14442","COURT REPORTING INSTITUTE OF ST LOUIS","MO","Proprietary",1749058,"2014_2015"
"14443","PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES","PA","Proprietary",666127,"2014_2015"
"14444","UNIVERSITY OF LONDON - THE COURTAULD INSTITUTE OF ART",NA,"Foreign-Public",603588,"2014_2015"
"14445","SAYBROOK UNIVERSITY","CA","Private-Nonprofit",13847249,"2014_2015"
