"","School","State","School.Type","Total.Disbursements","Year"
"445","Loyola Marymount University","CA","Private/Non-profit",6796594,"2010-11"
"446","Lu Ross Academy","CA","Proprietary",0,"2010-11"
"447","Lyle's College of Beauty","CA","Proprietary",32501,"2010-11"
"448","Lytle's Redwood Empire Beauty College","CA","Proprietary",11779,"2010-11"
"449","Madera Beauty College","CA","Proprietary",6789,"2010-11"
"450","Make-up Designory","CA","Proprietary",12552,"2010-11"
"451","Manchester Beauty College","CA","Proprietary",32334,"2010-11"
"452","Marinello School of Beauty","CA","Proprietary",15821,"2010-11"
"453","Marinello School of Beauty","CA","Proprietary",14050,"2010-11"
"454","Marinello School of Beauty","CA","Proprietary",36429,"2010-11"
"455","Marinello School of Beauty","CA","Proprietary",34465,"2010-11"
"456","Marinello School of Beauty","CA","Proprietary",58470,"2010-11"
"457","Marinello School of Beauty","CA","Proprietary",19000,"2010-11"
"458","Marinello School of Beauty","CA","Proprietary",22952,"2010-11"
"459","Marinello School of Beauty","CA","Proprietary",38705,"2010-11"
"460","Marinello School of Beauty","CA","Proprietary",13150,"2010-11"
"461","Marinello School of Beauty","CA","Proprietary",37518,"2010-11"
"462","Marinello School of Beauty","CA","Proprietary",42700,"2010-11"
"463","Marinello Schools of Beauty","CA","Proprietary",355786,"2010-11"
"464","Marymount College","CA","Private/Non-profit",191549,"2010-11"
"465","Master's College & Seminary (The)","CA","Private/Non-profit",306752,"2010-11"
"466","Maxine Waters Employment Preparation Center","CA","Public",154761,"2010-11"
"467","Mayfield College","CA","Proprietary",18114,"2010-11"
"468","Mendocino College","CA","Public",104312,"2010-11"
"469","Menlo College","CA","Private/Non-profit",164551,"2010-11"
"470","Merced Community College","CA","Public",1210214,"2010-11"
"471","Merritt College","CA","Public",374595,"2010-11"
"472","Milan Institute","CA","Proprietary",61000,"2010-11"
"473","Mills College","CA","Private/Non-profit",894063,"2010-11"
"474","MiraCosta College","CA","Public",279107,"2010-11"
"475","Mission College","CA","Public",263772,"2010-11"
"476","Modern Beauty Academy - Oxnard","CA","Proprietary",7580,"2010-11"
"477","Modern Technology School","CA","Proprietary",37223,"2010-11"
"478","Modesto Junior College","CA","Public",1083779,"2010-11"
"479","Mojave Barber College","CA","Proprietary",5000,"2010-11"
"480","Moler Barber College","CA","Proprietary",4300,"2010-11"
"481","Montebello Beauty College","CA","Proprietary",3400,"2010-11"
"482","Monterey Peninsula College","CA","Public",236162,"2010-11"
"483","Moreno Valley College","CA","Public",0,"2010-11"
"484","Mount San Antonio College","CA","Public",1173295,"2010-11"
"485","Mount St. Mary's College","CA","Private/Non-profit",1582612,"2010-11"
"486","Mt. San Jacinto College","CA","Public",476865,"2010-11"
"487","Mt. Sierra College","CA","Proprietary",128044,"2010-11"
"488","MTI College","CA","Proprietary",166700,"2010-11"
"489","Mueller College","CA","Proprietary",6100,"2010-11"
"490","Musicians Institute","CA","Proprietary",176254,"2010-11"
"491","Napa Valley College","CA","Public",345587,"2010-11"
"492","National Career College","CA","Proprietary",6249,"2010-11"
"493","National Hispanic University","CA","Proprietary",27916,"2010-11"
"494","National Holistic Institute","CA","Proprietary",108245,"2010-11"
"495","National Polytechnic College","CA","Proprietary",32774,"2010-11"
"496","National University","CA","Private/Non-profit",1088546,"2010-11"
"497","Newberry School of Beauty","CA","Proprietary",9856,"2010-11"
"498","Newbridge College","CA","Proprietary",123049,"2010-11"
"499","Newbridge College - San Diego East","CA","Proprietary",64052,"2010-11"
"500","NewSchool of Architecture and Design","CA","Proprietary",231128,"2010-11"
"501","Norco College","CA","Public",0,"2010-11"
"502","North Adrian's Beauty College","CA","Proprietary",10297,"2010-11"
"503","North-West College","CA","Proprietary",168551,"2010-11"
"504","North-West College","CA","Proprietary",110313,"2010-11"
"505","North-West College","CA","Proprietary",33384,"2010-11"
"506","Notre Dame de Namur University","CA","Private/Non-profit",203723,"2010-11"
"507","Occidental College","CA","Private/Non-profit",1739671,"2010-11"
"508","Oceanside College of Beauty","CA","Proprietary",10000,"2010-11"
"509","Ohlone College","CA","Public",204900,"2010-11"
"510","Orange Coast College","CA","Public",1554560,"2010-11"
"511","Otis College of Art & Design","CA","Private/Non-profit",374847,"2010-11"
"512","Pacific Coast Trade School","CA","Proprietary",22064,"2010-11"
"513","Pacific College of Oriental Medicine","CA","Proprietary",225628,"2010-11"
"514","Pacific Lutheran Theological Seminary","CA","Private/Non-profit",24704,"2010-11"
"515","Pacific Oaks College","CA","Private/Non-profit",66711,"2010-11"
"516","Pacific School of Religion","CA","Private/Non-profit",69218,"2010-11"
"517","Pacific Union College","CA","Private/Non-profit",923926,"2010-11"
"518","Palace Beauty College","CA","Proprietary",9452,"2010-11"
"519","Palladium Technical Academy","CA","Proprietary",2800,"2010-11"
"520","Palmer College of Chiropractic West","CA","Private/Non-profit",178535,"2010-11"
"521","Palo Alto University","CA","Private/Non-profit",167654,"2010-11"
"522","Palo Verde College","CA","Public",50442,"2010-11"
"523","Palomar College","CA","Public",553918,"2010-11"
"524","Palomar Institute of Cosmetology","CA","Proprietary",13025,"2010-11"
"525","Paris Beauty College","CA","Proprietary",13532,"2010-11"
"526","Pasadena City College","CA","Public",1072321,"2010-11"
"527","Patten University","CA","Private/Non-profit",59115,"2010-11"
"528","PCI College","CA","Proprietary",26860,"2010-11"
"529","Pepperdine University","CA","Private/Non-profit",4169535,"2010-11"
"530","Phillips Graduate Institute","CA","Private/Non-profit",133012,"2010-11"
"531","Pinnacle College","CA","Proprietary",18163,"2010-11"
"532","Pitzer College","CA","Private/Non-profit",1020025,"2010-11"
"533","Platt College","CA","Proprietary",85330,"2010-11"
"534","Platt College - San Diego","CA","Proprietary",73908,"2010-11"
"535","Point Loma Nazarene University","CA","Private/Non-profit",1530606,"2010-11"
"536","Pomona College","CA","Private/Non-profit",809205,"2010-11"
"537","Premiere Career College","CA","Proprietary",45995,"2010-11"
"538","Professional Institute of Beauty","CA","Proprietary",10050,"2010-11"
"539","Providence Christian College","CA","Private/Non-profit",12598,"2010-11"
"540","Reedley College","CA","Public",572195,"2010-11"
"541","Rio Hondo Community College","CA","Public",386294,"2010-11"
"542","Riverside City College","CA","Public",1485762,"2010-11"
"543","Rosemead Beauty School","CA","Proprietary",0,"2010-11"
"544","Royale College of Beauty","CA","Proprietary",11525,"2010-11"
"545","RWM Fiber Optics","CA","Proprietary",0,"2010-11"
"546","Saddleback College","CA","Public",297758,"2010-11"
"547","Sage College","CA","Proprietary",90776,"2010-11"
"548","Saint Francis Career College","CA","Private/Non-profit",41000,"2010-11"
"549","Saint Mary's College of California","CA","Private/Non-profit",1453023,"2010-11"
"550","Salon Success Academy","CA","Proprietary",10552,"2010-11"
"551","Salon Success Academy","CA","Proprietary",22912,"2010-11"
"552","Salon Success Academy","CA","Proprietary",9851,"2010-11"
"553","Samuel Merritt University","CA","Private/Non-profit",1423587,"2010-11"
"554","San Bernardino Valley College","CA","Public",642960,"2010-11"
"555","San Diego Christian College","CA","Private/Non-profit",124374,"2010-11"
"556","San Diego City College","CA","Public",769721,"2010-11"
"557","San Diego Continuing Education","CA","Public",194924,"2010-11"
"558","San Diego Mesa College","CA","Public",693351,"2010-11"
"559","San Diego Miramar College","CA","Public",216787,"2010-11"
"560","San Diego State University","CA","Public",3569172,"2010-11"
"561","San Francisco Art Institute","CA","Private/Non-profit",311415,"2010-11"
"562","San Francisco Conservatory of Music","CA","Private/Non-profit",210666,"2010-11"
"563","San Francisco State University","CA","Public",4719861,"2010-11"
"564","San Joaquin College of Law","CA","Private/Non-profit",74593,"2010-11"
"565","San Joaquin Delta College","CA","Public",928516,"2010-11"
"566","San Joaquin Valley College","CA","Proprietary",407674,"2010-11"
"567","San Joaquin Valley College","CA","Proprietary",0,"2010-11"
"568","San Jose State University","CA","Public",3289622,"2010-11"
"569","Santa Ana College","CA","Public",623054,"2010-11"
"570","Santa Barbara Business College","CA","Proprietary",278214,"2010-11"
"571","Santa Barbara City College","CA","Public",653602,"2010-11"
"572","Santa Clara University","CA","Private/Non-profit",2643643,"2010-11"
"573","Santa Monica College","CA","Public",1604261,"2010-11"
"574","Santa Rosa Junior College","CA","Public",536184,"2010-11"
"575","Santiago Canyon College","CA","Public",163561,"2010-11"
"576","Saybrook University","CA","Private/Non-profit",108469,"2010-11"
"577","School of Urban Missions","CA","Private/Non-profit",14130,"2010-11"
"578","Scripps College","CA","Private/Non-profit",544192,"2010-11"
"579","Shasta Bible College and Graduate School","CA","Private/Non-profit",24634,"2010-11"
"580","Shasta College","CA","Public",556025,"2010-11"
"581","Sierra College","CA","Public",680754,"2010-11"
"582","Sierra College of Beauty","CA","Proprietary",6904,"2010-11"
"583","Simpson University","CA","Private/Non-profit",240673,"2010-11"
"584","Skyline College","CA","Public",475325,"2010-11"
"585","Soka University of America","CA","Private/Non-profit",59079,"2010-11"
"586","Solano Community College","CA","Public",347392,"2010-11"
"587","Sonoma State University","CA","Public",896841,"2010-11"
"588","South Baylo University","CA","Private/Non-profit",50133,"2010-11"
"589","South Coast College","CA","Proprietary",71103,"2010-11"
"590","Southern California College of Optometry","CA","Private/Non-profit",692045,"2010-11"
"591","Southern California Health Institute (SOCHI)","CA","Proprietary",0,"2010-11"
"592","Southern California Institute of Architecture (The)","CA","Private/Non-profit",192027,"2010-11"
"593","Southern California Institute of Technology","CA","Proprietary",241139,"2010-11"
"594","Southern California Seminary","CA","Private/Non-profit",20692,"2010-11"
"595","Southern California University of Health Sciences","CA","Private/Non-profit",318072,"2010-11"
"596","Southern California University SOMA","CA","Proprietary",0,"2010-11"
"597","Southwestern College","CA","Public",701885,"2010-11"
"598","Southwestern Law School","CA","Private/Non-profit",1506870,"2010-11"
"599","Stanbridge College","CA","Proprietary",21600,"2010-11"
"600","Stanford University","CA","Private/Non-profit",13413046,"2010-11"
"601","Starr King School for the Ministry","CA","Private/Non-profit",25564,"2010-11"
"602","Summit College","CA","Proprietary",250042,"2010-11"
"603","Taft College","CA","Public",214890,"2010-11"
"604","TechSkills of California","CA","Proprietary",43120,"2010-11"
"605","Thanh Le College, School of Cosmetology","CA","Proprietary",6978,"2010-11"
"606","Thomas Jefferson School of Law","CA","Private/Non-profit",801645,"2010-11"
"607","Thuy Princess Beauty College","CA","Proprietary",5391,"2010-11"
"608","Touro College Los Angeles","CA","Private/Non-profit",21470,"2010-11"
"609","Touro University","CA","Private/Non-profit",623115,"2010-11"
"610","Tulare Beauty College","CA","Proprietary",6448,"2010-11"
"611","UEI College","CA","Proprietary",117350,"2010-11"
"612","UEI College","CA","Proprietary",24912,"2010-11"
"613","United Education Institute","CA","Proprietary",1059643,"2010-11"
"614","United States University","CA","Private/Non-profit",0,"2010-11"
"615","Unitek College","CA","Proprietary",0,"2010-11"
"616","Universal College of Beauty","CA","Proprietary",82704,"2010-11"
"617","University of Antelope Valley","CA","Proprietary",172288,"2010-11"
"618","University of California, Berkeley","CA","Public",8996209,"2010-11"
"619","University of California, Davis","CA","Public",13036997,"2010-11"
"620","University of California, Hastings College of the Law","CA","Public",2199209,"2010-11"
"621","University of California, Irvine","CA","Public",4275885,"2010-11"
"622","University of California, Los Angeles","CA","Public",13302569,"2010-11"
"623","University of California, Merced","CA","Public",271191,"2010-11"
"624","University of California, Riverside","CA","Public",5268959,"2010-11"
"625","University of California, San Diego","CA","Public",6861561,"2010-11"
"626","University of California, San Francisco","CA","Public",2862487,"2010-11"
"627","University of California, Santa Barbara","CA","Public",4694120,"2010-11"
"628","University of California, Santa Cruz","CA","Public",4006961,"2010-11"
"629","University of East-West Medicine","CA","Proprietary",6246,"2010-11"
"630","University of La Verne","CA","Private/Non-profit",1319161,"2010-11"
"631","University of Redlands","CA","Private/Non-profit",2534900,"2010-11"
"632","University of San Diego","CA","Private/Non-profit",3387377,"2010-11"
"633","University of San Francisco","CA","Private/Non-profit",3128338,"2010-11"
"634","University of Southern California","CA","Private/Non-profit",17907541,"2010-11"
"635","University of the Pacific","CA","Private/Non-profit",7469464,"2010-11"
"636","University of the West","CA","Private/Non-profit",28225,"2010-11"
"637","Valley College of Medical Careers","CA","Proprietary",23991,"2010-11"
"638","Vanguard University of Southern California","CA","Private/Non-profit",787045,"2010-11"
